# SYNTHETIC. Trip-level ledger joining the EPMS field count to the mill weighbridge ticket. Bunch counts per block-month and the number of harvest days are the client's REAL figures; the split into trips, the weights, vehicles, drivers and times are generated. is_planted_anomaly marks the injected cohort and exists only to score the detector - a real extract has no such column.
trip_id,date,month,division_code,block_code,route_code,vehicle_id,vehicle_class,driver_id,km_to_mill,bunches_epms,loose_fruit_kg,gross_kg,tare_kg,net_kg,depart_time,turnaround_h,queue_h,mill_dockage_pct,ffa_pct,diesel_l,is_planted_anomaly
T013626,2025-03-06,2025-03,5,198,R-05,MI-03,mini-truck,D-20,13.04,240,31.6,3705,1596,2109,09:52,1.36,0.4,1.1,1.97,6.72,0
T013627,2025-03-06,2025-03,5,198,R-05,MI-03,mini-truck,D-16,13.04,240,44.2,3513,1406,2107,13:59,4.19,2.83,0.55,2.23,5.6,0
T013628,2025-03-17,2025-03,5,198,R-05,TR-05,tractor-trailer,D-17,13.04,402,52.6,6169,2591,3579,10:08,2.38,1.23,0.85,2.04,8.83,0
T013629,2025-03-17,2025-03,5,198,R-05,TR-05,tractor-trailer,D-08,13.04,401,29.0,6797,3232,3565,11:52,1.35,0.53,2.48,2.0,9.77,0
T013630,2025-03-17,2025-03,5,198,R-05,TR-05,tractor-trailer,D-11,13.04,401,52.7,6594,3071,3524,14:53,1.43,0.0,1.3,2.09,8.23,0
T013631,2025-03-27,2025-03,5,198,R-05,TR-03,tractor-trailer,D-15,13.04,402,34.9,6683,3135,3548,13:48,2.09,1.08,1.7,2.05,9.03,0
T013632,2025-03-27,2025-03,5,198,R-05,TR-03,tractor-trailer,D-18,13.04,401,73.6,6760,3180,3580,08:50,1.43,0.41,1.21,2.02,9.1,0
T013633,2025-03-27,2025-03,5,198,R-05,TR-03,tractor-trailer,D-08,13.04,401,45.9,6347,2792,3555,13:29,1.9,0.28,1.05,1.91,10.63,0
T013634,2025-04-09,2025-04,5,198,R-05,TR-08,tractor-trailer,D-16,13.04,390,36.5,6336,2885,3451,09:34,1.13,0.24,0.79,1.89,8.55,0
T013635,2025-04-09,2025-04,5,198,R-05,TR-08,tractor-trailer,D-12,13.04,389,26.3,6162,2688,3474,14:42,2.14,0.79,1.12,1.92,8.74,0
T013636,2025-04-09,2025-04,5,198,R-05,TR-08,tractor-trailer,D-01,13.04,389,66.4,6441,3015,3426,11:43,2.03,0.61,1.22,2.14,9.69,0
T013637,2025-04-23,2025-04,5,198,R-05,MI-01,mini-truck,D-02,13.04,237,33.9,3781,1688,2093,07:57,1.92,0.62,1.29,1.92,6.5,0
T013638,2025-04-23,2025-04,5,198,R-05,MI-01,mini-truck,D-05,13.04,233,24.4,3589,1541,2048,08:41,2.15,0.79,0.03,1.95,6.1,0
T013639,2025-04-23,2025-04,5,198,R-05,MI-01,mini-truck,D-09,13.04,233,31.2,3741,1670,2071,10:57,2.56,1.11,1.6,2.12,5.6,0
T013640,2025-04-23,2025-04,5,198,R-05,MI-01,mini-truck,D-17,13.04,233,38.7,3730,1660,2070,14:59,2.71,1.56,0.82,2.0,6.51,0
T013641,2025-04-23,2025-04,5,198,R-05,MI-01,mini-truck,D-15,13.04,233,30.2,3548,1470,2077,10:30,1.76,0.79,0.66,2.06,5.46,0
T013642,2025-05-03,2025-05,5,198,R-05,TR-02,tractor-trailer,D-19,13.04,420,56.5,6336,2596,3740,10:02,2.32,1.09,1.0,2.03,7.52,0
T013643,2025-05-03,2025-05,5,198,R-05,TR-02,tractor-trailer,D-18,13.04,418,47.2,6905,3223,3682,09:54,2.11,1.21,0.66,2.19,8.81,0
T013644,2025-05-03,2025-05,5,198,R-05,TR-02,tractor-trailer,D-18,13.04,418,61.7,6417,2683,3734,10:47,2.59,1.5,1.19,2.15,7.52,0
T013645,2025-05-09,2025-05,5,198,R-05,DU-03,dump-truck,D-18,13.04,628,118.2,10105,4484,5622,14:40,2.68,1.58,1.81,2.24,10.2,0
T013646,2025-05-09,2025-05,5,198,R-05,DU-03,dump-truck,D-19,13.04,628,28.9,9605,4066,5538,07:23,2.55,1.16,1.43,2.03,11.86,0
T013647,2025-05-15,2025-05,5,198,R-05,DU-04,dump-truck,D-05,13.04,628,74.1,10464,4921,5543,11:44,1.56,0.42,2.62,1.96,12.74,0
T013648,2025-05-15,2025-05,5,198,R-05,DU-04,dump-truck,D-13,13.04,628,44.4,10476,4966,5509,12:37,3.27,2.01,1.42,2.07,11.89,0
T013649,2025-05-19,2025-05,5,198,R-05,TR-07,tractor-trailer,D-08,13.04,419,58.9,6268,2559,3709,09:20,2.5,1.52,1.17,2.16,7.69,0
T013650,2025-05-19,2025-05,5,198,R-05,TR-07,tractor-trailer,D-13,13.04,419,57.9,6280,2508,3772,07:22,2.88,1.29,0.79,2.12,8.83,0
T013651,2025-05-19,2025-05,5,198,R-05,TR-07,tractor-trailer,D-02,13.04,419,41.5,6403,2704,3699,13:16,2.43,1.1,1.39,2.15,8.15,0
T013652,2025-01-02,2025-01,5,199,R-05,DU-02,dump-truck,D-15,12.91,798,95.7,11501,4689,6812,14:00,2.43,1.06,0.54,2.14,11.7,0
T013653,2025-01-08,2025-01,5,199,R-05,TR-06,tractor-trailer,D-13,12.91,399,64.0,5980,2628,3351,08:39,1.66,0.57,1.42,1.93,8.32,0
T013654,2025-01-08,2025-01,5,199,R-05,TR-06,tractor-trailer,D-19,12.91,399,57.7,6316,2948,3368,12:24,2.29,1.18,1.65,2.01,8.96,0
T013655,2025-01-13,2025-01,5,199,R-05,MI-03,mini-truck,D-05,12.91,266,12.7,3829,1576,2252,12:34,2.61,1.54,1.3,2.05,5.45,0
T013656,2025-01-13,2025-01,5,199,R-05,MI-03,mini-truck,D-07,12.91,266,27.7,3770,1499,2271,12:39,3.36,1.89,1.63,2.05,6.77,0
T013657,2025-01-13,2025-01,5,199,R-05,MI-03,mini-truck,D-18,12.91,266,12.3,3886,1625,2261,13:40,2.82,1.74,1.11,2.19,5.96,0
T013658,2025-01-20,2025-01,5,199,R-05,TR-08,tractor-trailer,D-11,12.91,399,21.5,6534,3210,3323,08:18,2.4,1.04,0.88,2.13,9.57,0
T013659,2025-01-20,2025-01,5,199,R-05,TR-08,tractor-trailer,D-10,12.91,399,13.9,6498,3158,3340,13:45,2.67,1.29,0.83,2.01,9.85,0
T013660,2025-01-23,2025-01,5,199,R-05,TR-02,tractor-trailer,D-18,12.91,399,26.0,5977,2604,3373,10:38,2.92,1.38,1.13,2.28,7.68,0
T013661,2025-01-23,2025-01,5,199,R-05,TR-02,tractor-trailer,D-19,12.91,399,51.1,6212,2832,3380,08:39,2.06,0.76,0.51,2.17,8.8,0
T013662,2025-01-30,2025-01,5,199,R-05,TR-01,tractor-trailer,D-10,12.91,400,58.8,6200,2824,3376,13:38,1.99,0.7,0.95,2.08,7.59,0
T013663,2025-01-30,2025-01,5,199,R-05,TR-01,tractor-trailer,D-09,12.91,399,25.3,6063,2722,3341,10:28,1.95,0.71,0.79,2.11,8.0,0
T013664,2025-02-06,2025-02,5,199,R-05,TR-04,tractor-trailer,D-14,12.91,422,19.6,6141,2581,3560,07:48,2.91,1.43,0.83,2.29,8.5,0
T013665,2025-02-06,2025-02,5,199,R-05,TR-04,tractor-trailer,D-19,12.91,420,20.2,6396,2873,3523,07:22,2.75,1.67,1.37,2.16,7.98,0
T013666,2025-02-06,2025-02,5,199,R-05,TR-04,tractor-trailer,D-14,12.91,420,33.2,6390,2802,3588,11:25,2.67,1.33,2.38,2.0,6.93,0
T013667,2025-02-15,2025-02,5,199,R-05,TR-05,tractor-trailer,D-01,12.91,422,52.4,6504,2984,3520,12:02,1.6,0.45,2.16,1.86,9.84,0
T013668,2025-02-15,2025-02,5,199,R-05,TR-05,tractor-trailer,D-04,12.91,420,23.1,6159,2643,3515,09:34,3.14,1.93,0.84,2.08,7.94,0
T013669,2025-02-15,2025-02,5,199,R-05,TR-05,tractor-trailer,D-12,12.91,420,58.7,6506,2889,3616,09:00,2.35,1.31,2.29,1.98,8.62,0
T013670,2025-02-25,2025-02,5,199,R-05,TR-08,tractor-trailer,D-04,12.91,422,22.4,6051,2498,3553,07:51,1.18,0.16,0.8,2.0,8.28,0
T013671,2025-02-25,2025-02,5,199,R-05,TR-08,tractor-trailer,D-16,12.91,420,51.8,6104,2529,3575,09:27,3.03,1.56,1.12,2.18,8.99,0
T013672,2025-02-25,2025-02,5,199,R-05,TR-08,tractor-trailer,D-09,12.91,420,38.9,6482,2870,3612,10:32,2.01,0.62,1.46,2.17,8.22,0
T013673,2025-03-05,2025-03,5,199,R-05,DU-02,dump-truck,D-18,12.91,667,36.3,9661,3984,5677,07:34,1.98,0.62,1.32,1.95,10.42,0
T013674,2025-03-05,2025-03,5,199,R-05,DU-02,dump-truck,D-15,12.91,667,117.2,10270,4647,5623,09:36,2.63,1.38,1.16,2.13,11.2,0
T013675,2025-03-14,2025-03,5,199,R-05,MI-02,mini-truck,D-01,12.91,270,29.3,4082,1786,2295,08:09,2.07,0.98,0.72,2.08,6.29,0
T013676,2025-03-14,2025-03,5,199,R-05,MI-02,mini-truck,D-04,12.91,266,25.4,4047,1795,2251,07:18,2.31,1.22,1.52,2.03,5.65,0
T013677,2025-03-14,2025-03,5,199,R-05,MI-02,mini-truck,D-20,12.91,266,12.2,3745,1506,2239,11:43,1.33,0.21,0.0,2.01,5.75,0
T013678,2025-03-14,2025-03,5,199,R-05,MI-02,mini-truck,D-20,12.91,266,47.0,3918,1687,2231,07:28,3.0,1.6,1.32,2.05,5.11,0
T013679,2025-03-14,2025-03,5,199,R-05,MI-02,mini-truck,D-12,12.91,266,14.0,3780,1532,2248,09:42,2.6,1.37,1.09,2.21,5.87,0
T013680,2025-03-19,2025-03,5,199,R-05,TR-04,tractor-trailer,D-19,12.91,446,42.9,6813,3083,3730,14:53,3.38,1.87,0.69,2.08,7.68,0
T013681,2025-03-19,2025-03,5,199,R-05,TR-04,tractor-trailer,D-08,12.91,444,24.5,6938,3143,3794,08:13,2.4,0.95,0.54,2.2,7.43,0
T013682,2025-03-19,2025-03,5,199,R-05,TR-04,tractor-trailer,D-02,12.91,444,54.1,6408,2634,3775,14:18,2.46,1.45,2.09,1.98,7.67,0
T013683,2025-03-28,2025-03,5,199,R-05,DU-03,dump-truck,D-08,12.91,669,45.4,10042,4496,5546,08:06,0.88,0.0,2.26,1.78,10.37,0
T013684,2025-03-28,2025-03,5,199,R-05,DU-03,dump-truck,D-09,12.91,668,94.6,10732,5014,5718,08:52,2.73,1.25,1.34,2.11,11.3,0
T013685,2025-04-06,2025-04,5,199,R-05,DU-01,dump-truck,D-09,12.91,801,109.5,11610,4818,6793,08:46,1.68,0.41,0.77,2.15,9.56,0
T013686,2025-04-06,2025-04,5,199,R-05,DU-01,dump-truck,D-03,12.91,801,84.1,10811,3891,6921,13:36,3.07,1.76,1.13,2.3,10.18,0
T013687,2025-04-13,2025-04,5,199,R-05,TR-02,tractor-trailer,D-09,12.91,402,42.5,6245,2866,3379,11:15,2.97,1.47,1.26,2.15,7.64,0
T013688,2025-04-13,2025-04,5,199,R-05,TR-02,tractor-trailer,D-04,12.91,400,58.1,6047,2654,3393,07:18,2.64,1.43,0.15,2.01,9.06,0
T013689,2025-04-13,2025-04,5,199,R-05,TR-02,tractor-trailer,D-18,12.91,400,45.5,6062,2716,3345,11:15,2.28,1.03,1.55,2.09,8.45,0
T013690,2025-04-13,2025-04,5,199,R-05,TR-02,tractor-trailer,D-13,12.91,400,66.4,6555,3161,3394,12:14,2.26,0.87,1.21,2.11,7.86,0
T013691,2025-04-20,2025-04,5,199,R-05,TR-01,tractor-trailer,D-13,12.91,402,50.6,6338,2944,3394,07:35,3.27,1.76,1.38,2.05,7.54,0
T013692,2025-04-20,2025-04,5,199,R-05,TR-01,tractor-trailer,D-14,12.91,400,32.8,6498,3103,3395,13:04,2.65,1.5,1.17,1.99,9.12,0
T013693,2025-04-20,2025-04,5,199,R-05,TR-01,tractor-trailer,D-04,12.91,400,54.5,6198,2809,3388,07:21,2.36,1.05,0.96,2.18,7.98,0
T013694,2025-04-20,2025-04,5,199,R-05,TR-01,tractor-trailer,D-19,12.91,400,71.2,6329,2933,3396,11:32,2.19,0.88,1.23,2.04,7.3,0
T013695,2025-04-27,2025-04,5,199,R-05,TR-01,tractor-trailer,D-18,12.91,402,70.0,5975,2618,3357,08:57,2.0,0.77,0.92,1.94,9.13,0
T013696,2025-04-27,2025-04,5,199,R-05,TR-01,tractor-trailer,D-16,12.91,400,43.4,5924,2519,3405,07:45,3.21,2.15,1.76,2.18,8.85,0
T013697,2025-04-27,2025-04,5,199,R-05,TR-01,tractor-trailer,D-16,12.91,400,63.1,5922,2558,3365,11:09,2.1,0.62,1.67,1.96,7.53,0
T013698,2025-04-27,2025-04,5,199,R-05,TR-01,tractor-trailer,D-17,12.91,400,46.7,6227,2784,3442,10:20,3.08,1.93,0.65,2.28,7.56,0
T013699,2025-05-06,2025-05,5,199,R-05,TR-03,tractor-trailer,D-04,12.91,424,36.1,6495,2845,3650,10:06,1.99,0.54,1.35,2.17,9.22,0
T013700,2025-05-06,2025-05,5,199,R-05,TR-03,tractor-trailer,D-14,12.91,422,55.2,6515,2942,3574,08:12,2.21,1.09,0.85,1.93,8.92,0
T013701,2025-05-06,2025-05,5,199,R-05,TR-03,tractor-trailer,D-10,12.91,422,31.0,6561,2922,3639,11:11,2.47,1.45,1.17,2.08,10.52,0
T013702,2025-05-06,2025-05,5,199,R-05,TR-03,tractor-trailer,D-11,12.91,422,21.5,6241,2662,3578,13:13,2.73,1.57,1.03,2.02,8.76,0
T013703,2025-05-12,2025-05,5,199,R-05,TR-08,tractor-trailer,D-05,12.91,424,53.6,6235,2637,3598,12:26,2.39,1.35,0.59,2.18,8.69,0
T013704,2025-05-12,2025-05,5,199,R-05,TR-08,tractor-trailer,D-15,12.91,422,31.3,6594,2969,3624,10:28,2.08,0.55,1.78,2.0,9.29,0
T013705,2025-05-12,2025-05,5,199,R-05,TR-08,tractor-trailer,D-07,12.91,422,18.0,6105,2479,3626,11:19,2.5,1.37,1.86,2.17,8.31,0
T013706,2025-05-12,2025-05,5,199,R-05,TR-08,tractor-trailer,D-13,12.91,422,46.9,6607,3047,3560,12:39,2.8,1.87,0.4,2.13,9.74,0
T013707,2025-05-20,2025-05,5,199,R-05,DU-03,dump-truck,D-11,12.91,564,30.1,9874,5040,4834,09:35,2.28,1.21,0.88,2.22,11.33,0
T013708,2025-05-20,2025-05,5,199,R-05,DU-03,dump-truck,D-04,12.91,564,54.2,8853,4050,4804,09:53,2.56,1.58,1.01,2.14,10.84,0
T013709,2025-05-20,2025-05,5,199,R-05,DU-03,dump-truck,D-09,12.91,564,74.5,9147,4367,4780,07:05,1.91,0.46,1.55,1.99,9.66,0
T013710,2025-01-01,2025-01,5,200,R-05,DU-05,dump-truck,D-20,12.62,765,82.5,10176,3916,6260,10:21,2.02,0.72,0.76,2.05,12.37,0
T013711,2025-01-07,2025-01,5,200,R-05,TR-04,tractor-trailer,D-09,12.62,383,49.8,5680,2614,3066,10:22,2.37,1.52,1.73,2.0,7.08,0
T013712,2025-01-07,2025-01,5,200,R-05,TR-04,tractor-trailer,D-06,12.62,382,40.5,6155,3032,3122,08:21,1.86,0.85,0.67,2.08,7.96,0
T013713,2025-01-10,2025-01,5,200,R-05,TR-04,tractor-trailer,D-08,12.62,383,41.7,6215,3036,3179,09:45,1.46,0.51,1.26,1.89,6.89,0
T013714,2025-01-10,2025-01,5,200,R-05,TR-04,tractor-trailer,D-08,12.62,382,47.4,6292,3150,3141,14:44,4.12,2.65,1.49,2.35,7.31,0
T013715,2025-01-13,2025-01,5,200,R-05,DU-01,dump-truck,D-14,12.62,765,90.0,10924,4574,6350,12:28,2.21,1.27,0.87,2.11,11.16,0
T013716,2025-01-18,2025-01,5,200,R-05,DU-01,dump-truck,D-11,12.62,765,90.2,10888,4776,6112,11:18,2.69,1.38,1.6,2.24,9.92,0
T013717,2025-01-24,2025-01,5,200,R-05,TR-08,tractor-trailer,D-08,12.62,383,13.0,5723,2554,3169,13:06,1.26,0.19,0.87,1.92,9.93,0
T013718,2025-01-24,2025-01,5,200,R-05,TR-08,tractor-trailer,D-07,12.62,382,33.7,5711,2578,3132,11:06,1.54,0.56,2.14,2.06,9.86,0
T013719,2025-01-29,2025-01,5,200,R-05,TR-04,tractor-trailer,D-18,12.62,384,35.2,5808,2712,3096,13:27,4.07,2.92,1.09,2.26,8.61,0
T013720,2025-01-29,2025-01,5,200,R-05,TR-04,tractor-trailer,D-14,12.62,384,35.6,6104,2948,3156,13:31,2.8,1.47,2.0,2.07,8.39,0
T013721,2025-02-01,2025-02,5,200,R-05,DU-02,dump-truck,D-16,12.62,591,77.3,9229,4394,4835,09:13,1.3,0.3,0.82,1.96,10.73,0
T013722,2025-02-01,2025-02,5,200,R-05,DU-02,dump-truck,D-07,12.62,590,54.7,9067,4170,4897,11:09,3.18,1.81,1.01,2.12,10.28,0
T013723,2025-02-07,2025-02,5,200,R-05,TR-01,tractor-trailer,D-02,12.62,395,22.0,6415,3136,3279,11:23,1.92,0.65,0.29,2.09,7.35,0
T013724,2025-02-07,2025-02,5,200,R-05,TR-01,tractor-trailer,D-18,12.62,393,62.5,5740,2593,3147,11:30,2.33,1.2,0.35,2.11,8.08,0
T013725,2025-02-07,2025-02,5,200,R-05,TR-01,tractor-trailer,D-19,12.62,393,37.2,5921,2729,3192,09:58,2.72,1.33,0.37,2.15,8.89,0
T013726,2025-02-13,2025-02,5,200,R-05,DU-02,dump-truck,D-01,12.62,591,55.6,9797,5015,4782,08:36,1.94,0.55,1.51,2.17,10.78,0
T013727,2025-02-13,2025-02,5,200,R-05,DU-02,dump-truck,D-14,12.62,590,84.8,9850,5008,4842,08:45,1.86,0.65,1.0,1.98,9.69,0
T013728,2025-02-19,2025-02,5,200,R-05,TR-05,tractor-trailer,D-16,12.62,395,35.9,5644,2486,3158,08:09,2.81,1.69,0.9,2.29,9.04,0
T013729,2025-02-19,2025-02,5,200,R-05,TR-05,tractor-trailer,D-15,12.62,393,58.6,6250,3053,3196,09:12,2.44,1.48,0.37,2.01,8.26,0
T013730,2025-02-19,2025-02,5,200,R-05,TR-05,tractor-trailer,D-01,12.62,393,22.4,5947,2758,3190,10:38,1.53,0.34,0.97,2.05,9.52,0
T013731,2025-02-25,2025-02,5,200,R-05,TR-02,tractor-trailer,D-08,12.62,396,18.4,6277,3002,3275,09:55,2.28,0.83,1.96,1.98,8.97,0
T013732,2025-02-25,2025-02,5,200,R-05,TR-02,tractor-trailer,D-11,12.62,394,63.9,6211,3028,3182,07:20,2.21,0.58,0.24,2.19,8.42,0
T013733,2025-02-25,2025-02,5,200,R-05,TR-02,tractor-trailer,D-09,12.62,394,51.6,6189,3008,3181,13:42,3.2,1.64,1.92,2.24,7.79,0
T013734,2025-03-01,2025-03,5,200,R-05,DU-05,dump-truck,D-14,12.62,646,67.4,9321,4146,5176,07:32,1.81,0.38,0.84,2.09,11.38,0
T013735,2025-03-01,2025-03,5,200,R-05,DU-05,dump-truck,D-17,12.62,646,84.1,9182,3917,5265,11:41,1.68,0.74,0.99,2.0,10.9,0
T013736,2025-03-08,2025-03,5,200,R-05,TR-04,tractor-trailer,D-17,12.62,432,67.4,6127,2608,3519,11:31,2.06,0.99,0.66,1.99,7.06,0
T013737,2025-03-08,2025-03,5,200,R-05,TR-04,tractor-trailer,D-07,12.62,430,70.5,6378,2876,3502,10:12,2.21,1.22,1.2,2.08,7.87,0
T013738,2025-03-08,2025-03,5,200,R-05,TR-04,tractor-trailer,D-09,12.62,430,58.1,6121,2588,3533,08:19,2.54,1.12,1.01,2.05,6.83,0
T013739,2025-03-15,2025-03,5,200,R-05,TR-03,tractor-trailer,D-14,12.62,432,28.5,6004,2504,3500,08:47,2.35,1.46,1.52,2.01,8.84,0
T013740,2025-03-15,2025-03,5,200,R-05,TR-03,tractor-trailer,D-14,12.62,430,31.3,6644,3090,3554,11:21,2.22,1.27,1.68,2.05,8.37,0
T013741,2025-03-15,2025-03,5,200,R-05,TR-03,tractor-trailer,D-01,12.62,430,35.1,6016,2534,3482,08:39,2.96,1.59,1.49,2.27,8.35,0
T013742,2025-03-20,2025-03,5,200,R-05,MI-01,mini-truck,D-02,12.62,260,25.8,3875,1746,2130,07:59,2.93,1.53,0.0,2.24,6.05,0
T013743,2025-03-20,2025-03,5,200,R-05,MI-01,mini-truck,D-03,12.62,258,29.0,3826,1741,2085,11:19,1.87,0.8,1.65,2.01,5.52,0
T013744,2025-03-20,2025-03,5,200,R-05,MI-01,mini-truck,D-13,12.62,258,25.0,3752,1645,2106,10:08,2.7,1.31,0.0,2.26,5.79,0
T013745,2025-03-20,2025-03,5,200,R-05,MI-01,mini-truck,D-18,12.62,258,17.7,3539,1451,2089,13:12,1.66,0.65,1.42,2.12,5.28,0
T013746,2025-03-20,2025-03,5,200,R-05,MI-01,mini-truck,D-13,12.62,258,10.1,3615,1519,2096,07:52,2.11,0.62,0.42,2.18,5.68,0
T013747,2025-03-26,2025-03,5,200,R-05,TR-08,tractor-trailer,D-10,12.62,432,65.3,6592,3044,3547,11:20,1.59,0.58,1.14,2.07,9.87,0
T013748,2025-03-26,2025-03,5,200,R-05,TR-08,tractor-trailer,D-13,12.62,431,64.5,6666,3139,3527,07:18,1.64,0.53,0.74,2.0,10.05,0
T013749,2025-03-26,2025-03,5,200,R-05,TR-08,tractor-trailer,D-13,12.62,431,37.2,6399,2855,3545,14:51,2.03,1.12,1.17,2.04,8.51,0
T013750,2025-04-03,2025-04,5,200,R-05,MI-02,mini-truck,D-11,12.62,293,18.7,3789,1412,2376,13:08,3.7,2.8,0.26,2.17,5.48,0
T013751,2025-04-03,2025-04,5,200,R-05,MI-02,mini-truck,D-18,12.62,288,40.5,3934,1600,2334,09:26,1.43,0.57,0.64,1.97,5.71,0
T013752,2025-04-03,2025-04,5,200,R-05,MI-02,mini-truck,D-11,12.62,288,46.5,4023,1684,2339,13:10,1.71,0.34,0.51,2.14,6.33,0
T013753,2025-04-03,2025-04,5,200,R-05,MI-02,mini-truck,D-15,12.62,288,12.5,3756,1453,2303,12:15,1.97,0.31,1.38,1.91,5.01,0
T013754,2025-04-03,2025-04,5,200,R-05,MI-02,mini-truck,D-15,12.62,288,25.3,3800,1445,2355,07:53,1.96,0.95,0.94,1.96,6.21,0
T013755,2025-04-03,2025-04,5,200,R-05,MI-02,mini-truck,D-10,12.62,288,20.8,3999,1677,2322,08:47,2.73,1.68,1.37,2.27,5.58,0
T013756,2025-04-13,2025-04,5,200,R-05,TR-08,tractor-trailer,D-11,12.62,434,75.3,6185,2611,3574,11:32,4.06,2.61,1.06,2.17,9.99,0
T013757,2025-04-13,2025-04,5,200,R-05,TR-08,tractor-trailer,D-11,12.62,433,39.6,6152,2656,3496,11:48,2.48,1.21,0.88,2.13,9.13,0
T013758,2025-04-13,2025-04,5,200,R-05,TR-08,tractor-trailer,D-13,12.62,433,30.3,6613,3066,3547,07:49,1.75,0.32,0.0,2.15,9.75,0
T013759,2025-04-13,2025-04,5,200,R-05,TR-08,tractor-trailer,D-19,12.62,433,46.0,6424,2941,3483,09:49,1.94,0.67,1.34,1.93,10.01,0
T013760,2025-04-23,2025-04,5,200,R-05,DU-01,dump-truck,D-18,12.62,579,63.4,8990,4397,4593,11:38,1.48,0.39,0.58,1.86,10.28,0
T013761,2025-04-23,2025-04,5,200,R-05,DU-01,dump-truck,D-16,12.62,578,33.9,8915,4184,4732,12:18,2.78,1.4,1.65,2.1,11.28,0
T013762,2025-04-23,2025-04,5,200,R-05,DU-01,dump-truck,D-10,12.62,578,44.9,9025,4356,4669,08:02,2.7,1.19,1.47,2.0,11.31,0
T013763,2025-05-02,2025-05,5,200,R-05,TR-07,tractor-trailer,D-11,12.62,391,45.1,5870,2666,3205,14:30,2.55,1.27,1.12,2.1,7.57,0
T013764,2025-05-02,2025-05,5,200,R-05,TR-07,tractor-trailer,D-06,12.62,390,33.7,5841,2604,3237,11:45,2.09,0.72,0.71,2.09,7.81,0
T013765,2025-05-02,2025-05,5,200,R-05,TR-07,tractor-trailer,D-18,12.62,390,23.2,5868,2697,3171,14:14,2.32,0.91,1.24,2.19,7.58,0
T013766,2025-05-07,2025-05,5,200,R-05,DU-05,dump-truck,D-09,12.62,586,37.8,9171,4485,4686,09:48,1.29,0.23,0.33,2.03,11.07,0
T013767,2025-05-07,2025-05,5,200,R-05,DU-05,dump-truck,D-17,12.62,585,96.1,9138,4371,4767,10:54,1.06,0.08,1.7,2.07,12.75,0
T013768,2025-05-13,2025-05,5,200,R-05,DU-03,dump-truck,D-17,12.62,586,93.3,9683,4862,4821,12:00,2.94,1.89,1.58,2.09,9.33,0
T013769,2025-05-13,2025-05,5,200,R-05,DU-03,dump-truck,D-20,12.62,585,45.6,9103,4362,4741,13:01,3.17,1.98,0.0,2.22,10.91,0
T013770,2025-05-19,2025-05,5,200,R-05,TR-03,tractor-trailer,D-18,12.62,391,35.5,5917,2714,3203,08:28,1.74,0.57,0.48,2.06,9.15,0
T013771,2025-05-19,2025-05,5,200,R-05,TR-03,tractor-trailer,D-18,12.62,391,31.5,6034,2852,3182,12:08,2.0,0.72,0.56,1.95,10.02,0
T013772,2025-05-19,2025-05,5,200,R-05,TR-03,tractor-trailer,D-03,12.62,391,27.4,6232,3077,3155,10:48,1.85,0.69,1.25,1.95,10.28,0
T013773,2025-01-01,2025-01,5,201,R-05,DU-04,dump-truck,D-01,12.44,577,36.9,9097,4823,4274,13:08,4.67,3.33,2.0,2.23,9.84,0
T013774,2025-01-01,2025-01,5,201,R-05,DU-04,dump-truck,D-07,12.44,576,59.0,8374,4083,4291,12:26,1.62,0.56,1.21,1.87,11.21,0
T013775,2025-01-07,2025-01,5,201,R-05,DU-04,dump-truck,D-04,12.44,577,19.2,9072,4877,4194,12:58,2.9,1.53,1.5,2.06,10.44,0
T013776,2025-01-07,2025-01,5,201,R-05,DU-04,dump-truck,D-18,12.44,576,58.1,9018,4762,4257,12:49,2.39,1.21,1.12,2.12,11.69,0
T013777,2025-01-14,2025-01,5,201,R-05,MI-01,mini-truck,D-09,12.44,289,43.3,3709,1556,2153,11:08,1.89,0.41,1.3,2.07,5.35,0
T013778,2025-01-14,2025-01,5,201,R-05,MI-01,mini-truck,D-17,12.44,288,23.6,3554,1415,2139,11:44,2.08,0.84,0.83,1.99,5.72,0
T013779,2025-01-14,2025-01,5,201,R-05,MI-01,mini-truck,D-12,12.44,288,16.9,3538,1413,2124,07:56,2.32,1.1,0.37,2.0,6.01,0
T013780,2025-01-14,2025-01,5,201,R-05,MI-01,mini-truck,D-13,12.44,288,20.0,3892,1752,2140,14:36,2.87,1.78,1.4,2.08,5.15,0
T013781,2025-01-20,2025-01,5,201,R-05,TR-04,tractor-trailer,D-18,12.44,577,68.1,7022,2700,4321,12:34,1.4,0.36,1.0,1.93,8.16,0
T013782,2025-01-20,2025-01,5,201,R-05,TR-04,tractor-trailer,D-04,12.44,576,21.1,7344,3039,4306,14:18,1.41,0.0,0.99,2.05,7.0,0
T013783,2025-01-26,2025-01,5,201,R-05,TR-06,tractor-trailer,D-15,12.44,578,45.5,6961,2650,4311,10:06,2.69,1.66,2.31,2.27,7.26,0
T013784,2025-01-26,2025-01,5,201,R-05,TR-06,tractor-trailer,D-13,12.44,577,84.7,7200,2934,4266,08:14,1.16,0.31,0.74,2.0,7.49,0
T013785,2025-02-02,2025-02,5,201,R-05,MI-01,mini-truck,D-20,12.44,283,9.1,3857,1747,2110,14:46,2.38,1.01,1.48,2.12,6.29,0
T013786,2025-02-02,2025-02,5,201,R-05,MI-01,mini-truck,D-15,12.44,281,23.9,3789,1667,2122,14:01,2.71,1.63,0.73,2.23,5.57,0
