# SYNTHETIC. Fertiliser reservations: RESB, one per block, material and round. kzear X is a final issue. The 2025-03 round's issues dated after 2025-05-23 in ec_fertiliser.csv are open here, which is what they were on that day; 2025-10 is the programme on the books.
rsnum,matnr,werks,bdter,bdmng,enmng,meins,kzear,kostl,block_code,window
0000005088,FE-004,EC,2025-10-15,266.5,0.0,KG,,EC-D3,109,2025-10
0000005089,FE-001,EC,2025-10-15,11053.2,0.0,KG,,EC-D3,110,2025-10
0000005090,FE-002,EC,2025-10-15,2720.8,0.0,KG,,EC-D3,110,2025-10
0000005091,FE-003,EC,2025-10-15,2040.6,0.0,KG,,EC-D3,110,2025-10
0000005092,FE-004,EC,2025-10-15,255.1,0.0,KG,,EC-D3,110,2025-10
0000005093,FE-001,EC,2025-10-15,18560.2,0.0,KG,,EC-D3,111,2025-10
0000005094,FE-002,EC,2025-10-15,4568.7,0.0,KG,,EC-D3,111,2025-10
0000005095,FE-003,EC,2025-10-15,3426.5,0.0,KG,,EC-D3,111,2025-10
0000005096,FE-004,EC,2025-10-15,428.3,0.0,KG,,EC-D3,111,2025-10
0000005097,FE-001,EC,2025-10-15,9955.0,0.0,KG,,EC-D3,112,2025-10
0000005098,FE-002,EC,2025-10-15,2450.5,0.0,KG,,EC-D3,112,2025-10
0000005099,FE-003,EC,2025-10-15,1837.8,0.0,KG,,EC-D3,112,2025-10
0000005100,FE-004,EC,2025-10-15,229.7,0.0,KG,,EC-D3,112,2025-10
0000005101,FE-001,EC,2025-10-15,12504.6,0.0,KG,,EC-D3,113,2025-10
0000005102,FE-002,EC,2025-10-15,3078.1,0.0,KG,,EC-D3,113,2025-10
0000005103,FE-003,EC,2025-10-15,2308.5,0.0,KG,,EC-D3,113,2025-10
0000005104,FE-004,EC,2025-10-15,288.6,0.0,KG,,EC-D3,113,2025-10
0000005105,FE-001,EC,2025-10-15,8289.1,0.0,KG,,EC-D3,114,2025-10
0000005106,FE-002,EC,2025-10-15,2040.4,0.0,KG,,EC-D3,114,2025-10
0000005107,FE-003,EC,2025-10-15,1530.3,0.0,KG,,EC-D3,114,2025-10
0000005108,FE-004,EC,2025-10-15,191.3,0.0,KG,,EC-D3,114,2025-10
0000005109,FE-001,EC,2025-10-15,10037.0,0.0,KG,,EC-D3,115,2025-10
0000005110,FE-002,EC,2025-10-15,2470.6,0.0,KG,,EC-D3,115,2025-10
0000005111,FE-003,EC,2025-10-15,1853.0,0.0,KG,,EC-D3,115,2025-10
0000005112,FE-004,EC,2025-10-15,231.6,0.0,KG,,EC-D3,115,2025-10
0000005113,FE-001,EC,2025-10-15,6045.3,0.0,KG,,EC-D3,116,2025-10
0000005114,FE-002,EC,2025-10-15,1488.1,0.0,KG,,EC-D3,116,2025-10
0000005115,FE-003,EC,2025-10-15,1116.0,0.0,KG,,EC-D3,116,2025-10
0000005116,FE-004,EC,2025-10-15,139.5,0.0,KG,,EC-D3,116,2025-10
0000005117,FE-001,EC,2025-10-15,4653.0,0.0,KG,,EC-D3,117,2025-10
0000005118,FE-002,EC,2025-10-15,1145.3,0.0,KG,,EC-D3,117,2025-10
0000005119,FE-003,EC,2025-10-15,859.0,0.0,KG,,EC-D3,117,2025-10
0000005120,FE-004,EC,2025-10-15,107.4,0.0,KG,,EC-D3,117,2025-10
0000005121,FE-001,EC,2025-10-15,5264.7,0.0,KG,,EC-D3,118,2025-10
0000005122,FE-002,EC,2025-10-15,1295.9,0.0,KG,,EC-D3,118,2025-10
0000005123,FE-003,EC,2025-10-15,971.9,0.0,KG,,EC-D3,118,2025-10
0000005124,FE-004,EC,2025-10-15,121.5,0.0,KG,,EC-D3,118,2025-10
0000005125,FE-001,EC,2025-10-15,1748.0,0.0,KG,,EC-D3,119,2025-10
0000005126,FE-002,EC,2025-10-15,430.3,0.0,KG,,EC-D3,119,2025-10
0000005127,FE-003,EC,2025-10-15,322.7,0.0,KG,,EC-D3,119,2025-10
0000005128,FE-004,EC,2025-10-15,40.3,0.0,KG,,EC-D3,119,2025-10
0000005129,FE-001,EC,2025-10-15,5716.9,0.0,KG,,EC-D3,120,2025-10
0000005130,FE-002,EC,2025-10-15,1407.2,0.0,KG,,EC-D3,120,2025-10
0000005131,FE-003,EC,2025-10-15,1055.4,0.0,KG,,EC-D3,120,2025-10
0000005132,FE-004,EC,2025-10-15,131.9,0.0,KG,,EC-D3,120,2025-10
0000005133,FE-001,EC,2025-10-15,2137.6,0.0,KG,,EC-D3,121,2025-10
0000005134,FE-002,EC,2025-10-15,526.2,0.0,KG,,EC-D3,121,2025-10
0000005135,FE-003,EC,2025-10-15,394.6,0.0,KG,,EC-D3,121,2025-10
0000005136,FE-004,EC,2025-10-15,49.3,0.0,KG,,EC-D3,121,2025-10
0000005137,FE-001,EC,2025-10-15,1234.6,0.0,KG,,EC-D3,369,2025-10
0000005138,FE-002,EC,2025-10-15,303.9,0.0,KG,,EC-D3,369,2025-10
0000005139,FE-003,EC,2025-10-15,227.9,0.0,KG,,EC-D3,369,2025-10
0000005140,FE-004,EC,2025-10-15,28.5,0.0,KG,,EC-D3,369,2025-10
0000005141,FE-001,EC,2025-10-15,993.0,0.0,KG,,EC-D3,370,2025-10
0000005142,FE-002,EC,2025-10-15,244.4,0.0,KG,,EC-D3,370,2025-10
0000005143,FE-003,EC,2025-10-15,183.3,0.0,KG,,EC-D3,370,2025-10
0000005144,FE-004,EC,2025-10-15,22.9,0.0,KG,,EC-D3,370,2025-10
0000005145,FE-001,EC,2025-10-15,6417.3,0.0,KG,,EC-D4,122,2025-10
0000005146,FE-002,EC,2025-10-15,1579.6,0.0,KG,,EC-D4,122,2025-10
0000005147,FE-003,EC,2025-10-15,1184.7,0.0,KG,,EC-D4,122,2025-10
0000005148,FE-004,EC,2025-10-15,148.1,0.0,KG,,EC-D4,122,2025-10
0000005149,FE-001,EC,2025-10-15,5125.0,0.0,KG,,EC-D4,123,2025-10
0000005150,FE-002,EC,2025-10-15,1261.5,0.0,KG,,EC-D4,123,2025-10
0000005151,FE-003,EC,2025-10-15,946.2,0.0,KG,,EC-D4,123,2025-10
0000005152,FE-004,EC,2025-10-15,118.3,0.0,KG,,EC-D4,123,2025-10
0000005153,FE-001,EC,2025-10-15,4861.2,0.0,KG,,EC-D4,124,2025-10
0000005154,FE-002,EC,2025-10-15,1196.6,0.0,KG,,EC-D4,124,2025-10
0000005155,FE-003,EC,2025-10-15,897.5,0.0,KG,,EC-D4,124,2025-10
0000005156,FE-004,EC,2025-10-15,112.2,0.0,KG,,EC-D4,124,2025-10
0000005157,FE-001,EC,2025-10-15,2784.3,0.0,KG,,EC-D4,125,2025-10
0000005158,FE-002,EC,2025-10-15,685.4,0.0,KG,,EC-D4,125,2025-10
0000005159,FE-003,EC,2025-10-15,514.0,0.0,KG,,EC-D4,125,2025-10
0000005160,FE-004,EC,2025-10-15,64.3,0.0,KG,,EC-D4,125,2025-10
0000005161,FE-001,EC,2025-10-15,2872.8,0.0,KG,,EC-D4,126,2025-10
0000005162,FE-002,EC,2025-10-15,707.2,0.0,KG,,EC-D4,126,2025-10
0000005163,FE-003,EC,2025-10-15,530.4,0.0,KG,,EC-D4,126,2025-10
0000005164,FE-004,EC,2025-10-15,66.3,0.0,KG,,EC-D4,126,2025-10
0000005165,FE-001,EC,2025-10-15,1293.3,0.0,KG,,EC-D4,127,2025-10
0000005166,FE-002,EC,2025-10-15,318.4,0.0,KG,,EC-D4,127,2025-10
0000005167,FE-003,EC,2025-10-15,238.8,0.0,KG,,EC-D4,127,2025-10
0000005168,FE-004,EC,2025-10-15,29.8,0.0,KG,,EC-D4,127,2025-10
0000005169,FE-001,EC,2025-10-15,12879.4,0.0,KG,,EC-D4,128,2025-10
0000005170,FE-002,EC,2025-10-15,3170.3,0.0,KG,,EC-D4,128,2025-10
0000005171,FE-003,EC,2025-10-15,2377.7,0.0,KG,,EC-D4,128,2025-10
0000005172,FE-004,EC,2025-10-15,297.2,0.0,KG,,EC-D4,128,2025-10
0000005173,FE-001,EC,2025-10-15,9881.5,0.0,KG,,EC-D4,129,2025-10
0000005174,FE-002,EC,2025-10-15,2432.4,0.0,KG,,EC-D4,129,2025-10
0000005175,FE-003,EC,2025-10-15,1824.3,0.0,KG,,EC-D4,129,2025-10
0000005176,FE-004,EC,2025-10-15,228.0,0.0,KG,,EC-D4,129,2025-10
0000005177,FE-001,EC,2025-10-15,13971.2,0.0,KG,,EC-D4,130,2025-10
0000005178,FE-002,EC,2025-10-15,3439.1,0.0,KG,,EC-D4,130,2025-10
0000005179,FE-003,EC,2025-10-15,2579.3,0.0,KG,,EC-D4,130,2025-10
0000005180,FE-004,EC,2025-10-15,322.4,0.0,KG,,EC-D4,130,2025-10
0000005181,FE-001,EC,2025-10-15,14003.8,0.0,KG,,EC-D4,131,2025-10
0000005182,FE-002,EC,2025-10-15,3447.1,0.0,KG,,EC-D4,131,2025-10
0000005183,FE-003,EC,2025-10-15,2585.3,0.0,KG,,EC-D4,131,2025-10
0000005184,FE-004,EC,2025-10-15,323.2,0.0,KG,,EC-D4,131,2025-10
0000005185,FE-001,EC,2025-10-15,15323.0,0.0,KG,,EC-D4,132,2025-10
0000005186,FE-002,EC,2025-10-15,3771.8,0.0,KG,,EC-D4,132,2025-10
0000005187,FE-003,EC,2025-10-15,2828.9,0.0,KG,,EC-D4,132,2025-10
0000005188,FE-004,EC,2025-10-15,353.6,0.0,KG,,EC-D4,132,2025-10
0000005189,FE-001,EC,2025-10-15,10343.3,0.0,KG,,EC-D4,133,2025-10
0000005190,FE-002,EC,2025-10-15,2546.0,0.0,KG,,EC-D4,133,2025-10
0000005191,FE-003,EC,2025-10-15,1909.5,0.0,KG,,EC-D4,133,2025-10
0000005192,FE-004,EC,2025-10-15,238.7,0.0,KG,,EC-D4,133,2025-10
0000005193,FE-001,EC,2025-10-15,15942.8,0.0,KG,,EC-D4,134,2025-10
0000005194,FE-002,EC,2025-10-15,3924.4,0.0,KG,,EC-D4,134,2025-10
0000005195,FE-003,EC,2025-10-15,2943.3,0.0,KG,,EC-D4,134,2025-10
0000005196,FE-004,EC,2025-10-15,367.9,0.0,KG,,EC-D4,134,2025-10
0000005197,FE-001,EC,2025-10-15,12355.4,0.0,KG,,EC-D4,135,2025-10
0000005198,FE-002,EC,2025-10-15,3041.3,0.0,KG,,EC-D4,135,2025-10
0000005199,FE-003,EC,2025-10-15,2281.0,0.0,KG,,EC-D4,135,2025-10
0000005200,FE-004,EC,2025-10-15,285.1,0.0,KG,,EC-D4,135,2025-10
0000005201,FE-001,EC,2025-10-15,14967.3,0.0,KG,,EC-D4,136,2025-10
0000005202,FE-002,EC,2025-10-15,3684.2,0.0,KG,,EC-D4,136,2025-10
0000005203,FE-003,EC,2025-10-15,2763.2,0.0,KG,,EC-D4,136,2025-10
0000005204,FE-004,EC,2025-10-15,345.4,0.0,KG,,EC-D4,136,2025-10
0000005205,FE-001,EC,2025-10-15,13938.8,0.0,KG,,EC-D4,137,2025-10
0000005206,FE-002,EC,2025-10-15,3431.1,0.0,KG,,EC-D4,137,2025-10
0000005207,FE-003,EC,2025-10-15,2573.3,0.0,KG,,EC-D4,137,2025-10
0000005208,FE-004,EC,2025-10-15,321.7,0.0,KG,,EC-D4,137,2025-10
0000005209,FE-001,EC,2025-10-15,17574.5,0.0,KG,,EC-D4,138,2025-10
0000005210,FE-002,EC,2025-10-15,4326.0,0.0,KG,,EC-D4,138,2025-10
0000005211,FE-003,EC,2025-10-15,3244.5,0.0,KG,,EC-D4,138,2025-10
0000005212,FE-004,EC,2025-10-15,405.6,0.0,KG,,EC-D4,138,2025-10
0000005213,FE-001,EC,2025-10-15,10401.3,0.0,KG,,EC-D4,139,2025-10
0000005214,FE-002,EC,2025-10-15,2560.3,0.0,KG,,EC-D4,139,2025-10
0000005215,FE-003,EC,2025-10-15,1920.2,0.0,KG,,EC-D4,139,2025-10
0000005216,FE-004,EC,2025-10-15,240.0,0.0,KG,,EC-D4,139,2025-10
0000005217,FE-001,EC,2025-10-15,12029.1,0.0,KG,,EC-D4,140,2025-10
0000005218,FE-002,EC,2025-10-15,2961.0,0.0,KG,,EC-D4,140,2025-10
0000005219,FE-003,EC,2025-10-15,2220.8,0.0,KG,,EC-D4,140,2025-10
0000005220,FE-004,EC,2025-10-15,277.6,0.0,KG,,EC-D4,140,2025-10
0000005221,FE-001,EC,2025-10-15,12917.8,0.0,KG,,EC-D4,141,2025-10
0000005222,FE-002,EC,2025-10-15,3179.8,0.0,KG,,EC-D4,141,2025-10
0000005223,FE-003,EC,2025-10-15,2384.8,0.0,KG,,EC-D4,141,2025-10
0000005224,FE-004,EC,2025-10-15,298.1,0.0,KG,,EC-D4,141,2025-10
0000005225,FE-001,EC,2025-10-15,11342.9,0.0,KG,,EC-D4,142,2025-10
0000005226,FE-002,EC,2025-10-15,2792.1,0.0,KG,,EC-D4,142,2025-10
0000005227,FE-003,EC,2025-10-15,2094.1,0.0,KG,,EC-D4,142,2025-10
0000005228,FE-004,EC,2025-10-15,261.8,0.0,KG,,EC-D4,142,2025-10
0000005229,FE-001,EC,2025-10-15,11102.8,0.0,KG,,EC-D4,143,2025-10
0000005230,FE-002,EC,2025-10-15,2733.0,0.0,KG,,EC-D4,143,2025-10
0000005231,FE-003,EC,2025-10-15,2049.7,0.0,KG,,EC-D4,143,2025-10
0000005232,FE-004,EC,2025-10-15,256.2,0.0,KG,,EC-D4,143,2025-10
0000005233,FE-001,EC,2025-10-15,11811.5,0.0,KG,,EC-D4,144,2025-10
0000005234,FE-002,EC,2025-10-15,2907.4,0.0,KG,,EC-D4,144,2025-10
0000005235,FE-003,EC,2025-10-15,2180.6,0.0,KG,,EC-D4,144,2025-10
0000005236,FE-004,EC,2025-10-15,272.6,0.0,KG,,EC-D4,144,2025-10
0000005237,FE-001,EC,2025-10-15,17439.6,0.0,KG,,EC-D4,145,2025-10
0000005238,FE-002,EC,2025-10-15,4292.8,0.0,KG,,EC-D4,145,2025-10
0000005239,FE-003,EC,2025-10-15,3219.6,0.0,KG,,EC-D4,145,2025-10
0000005240,FE-004,EC,2025-10-15,402.5,0.0,KG,,EC-D4,145,2025-10
0000005241,FE-001,EC,2025-10-15,12713.6,0.0,KG,,EC-D4,146,2025-10
0000005242,FE-002,EC,2025-10-15,3129.5,0.0,KG,,EC-D4,146,2025-10
0000005243,FE-003,EC,2025-10-15,2347.1,0.0,KG,,EC-D4,146,2025-10
0000005244,FE-004,EC,2025-10-15,293.4,0.0,KG,,EC-D4,146,2025-10
0000005245,FE-001,EC,2025-10-15,12103.1,0.0,KG,,EC-D4,147,2025-10
0000005246,FE-002,EC,2025-10-15,2979.2,0.0,KG,,EC-D4,147,2025-10
0000005247,FE-003,EC,2025-10-15,2234.4,0.0,KG,,EC-D4,147,2025-10
0000005248,FE-004,EC,2025-10-15,279.3,0.0,KG,,EC-D4,147,2025-10
0000005249,FE-001,EC,2025-10-15,15069.4,0.0,KG,,EC-D4,148,2025-10
0000005250,FE-002,EC,2025-10-15,3709.4,0.0,KG,,EC-D4,148,2025-10
0000005251,FE-003,EC,2025-10-15,2782.0,0.0,KG,,EC-D4,148,2025-10
0000005252,FE-004,EC,2025-10-15,347.8,0.0,KG,,EC-D4,148,2025-10
0000005253,FE-001,EC,2025-10-15,11705.9,0.0,KG,,EC-D4,149,2025-10
0000005254,FE-002,EC,2025-10-15,2881.5,0.0,KG,,EC-D4,149,2025-10
0000005255,FE-003,EC,2025-10-15,2161.1,0.0,KG,,EC-D4,149,2025-10
0000005256,FE-004,EC,2025-10-15,270.1,0.0,KG,,EC-D4,149,2025-10
0000005257,FE-001,EC,2025-10-15,13834.5,0.0,KG,,EC-D4,150,2025-10
0000005258,FE-002,EC,2025-10-15,3405.4,0.0,KG,,EC-D4,150,2025-10
0000005259,FE-003,EC,2025-10-15,2554.1,0.0,KG,,EC-D4,150,2025-10
0000005260,FE-004,EC,2025-10-15,319.3,0.0,KG,,EC-D4,150,2025-10
0000005261,FE-001,EC,2025-10-15,13949.7,0.0,KG,,EC-D4,151,2025-10
0000005262,FE-002,EC,2025-10-15,3433.8,0.0,KG,,EC-D4,151,2025-10
0000005263,FE-003,EC,2025-10-15,2575.3,0.0,KG,,EC-D4,151,2025-10
0000005264,FE-004,EC,2025-10-15,321.9,0.0,KG,,EC-D4,151,2025-10
0000005265,FE-001,EC,2025-10-15,12807.3,0.0,KG,,EC-D4,152,2025-10
0000005266,FE-002,EC,2025-10-15,3152.6,0.0,KG,,EC-D4,152,2025-10
0000005267,FE-003,EC,2025-10-15,2364.4,0.0,KG,,EC-D4,152,2025-10
0000005268,FE-004,EC,2025-10-15,295.6,0.0,KG,,EC-D4,152,2025-10
0000005269,FE-001,EC,2025-10-15,15654.9,0.0,KG,,EC-D4,153,2025-10
0000005270,FE-002,EC,2025-10-15,3853.5,0.0,KG,,EC-D4,153,2025-10
0000005271,FE-003,EC,2025-10-15,2890.1,0.0,KG,,EC-D4,153,2025-10
0000005272,FE-004,EC,2025-10-15,361.3,0.0,KG,,EC-D4,153,2025-10
0000005273,FE-001,EC,2025-10-15,820.2,0.0,KG,,EC-D4,154,2025-10
0000005274,FE-002,EC,2025-10-15,201.9,0.0,KG,,EC-D4,154,2025-10
0000005275,FE-003,EC,2025-10-15,151.4,0.0,KG,,EC-D4,154,2025-10
0000005276,FE-004,EC,2025-10-15,18.9,0.0,KG,,EC-D4,154,2025-10
0000005277,FE-001,EC,2025-10-15,4704.1,0.0,KG,,EC-D4,155,2025-10
0000005278,FE-002,EC,2025-10-15,1157.9,0.0,KG,,EC-D4,155,2025-10
0000005279,FE-003,EC,2025-10-15,868.4,0.0,KG,,EC-D4,155,2025-10
0000005280,FE-004,EC,2025-10-15,108.6,0.0,KG,,EC-D4,155,2025-10
0000005281,FE-001,EC,2025-10-15,10204.2,0.0,KG,,EC-D4,156,2025-10
0000005282,FE-002,EC,2025-10-15,2511.8,0.0,KG,,EC-D4,156,2025-10
0000005283,FE-003,EC,2025-10-15,1883.8,0.0,KG,,EC-D4,156,2025-10
0000005284,FE-004,EC,2025-10-15,235.5,0.0,KG,,EC-D4,156,2025-10
0000005285,FE-001,EC,2025-10-15,16003.3,0.0,KG,,EC-D4,157,2025-10
0000005286,FE-002,EC,2025-10-15,3939.3,0.0,KG,,EC-D4,157,2025-10
0000005287,FE-003,EC,2025-10-15,2954.5,0.0,KG,,EC-D4,157,2025-10
0000005288,FE-004,EC,2025-10-15,369.3,0.0,KG,,EC-D4,157,2025-10
0000005289,FE-001,EC,2025-10-15,16163.6,0.0,KG,,EC-D4,158,2025-10
0000005290,FE-002,EC,2025-10-15,3978.7,0.0,KG,,EC-D4,158,2025-10
0000005291,FE-003,EC,2025-10-15,2984.1,0.0,KG,,EC-D4,158,2025-10
0000005292,FE-004,EC,2025-10-15,373.0,0.0,KG,,EC-D4,158,2025-10
0000005293,FE-001,EC,2025-10-15,11075.4,0.0,KG,,EC-D4,159,2025-10
0000005294,FE-002,EC,2025-10-15,2726.2,0.0,KG,,EC-D4,159,2025-10
0000005295,FE-003,EC,2025-10-15,2044.7,0.0,KG,,EC-D4,159,2025-10
0000005296,FE-004,EC,2025-10-15,255.6,0.0,KG,,EC-D4,159,2025-10
0000005297,FE-001,EC,2025-10-15,15735.6,0.0,KG,,EC-D4,160,2025-10
0000005298,FE-002,EC,2025-10-15,3873.4,0.0,KG,,EC-D4,160,2025-10
0000005299,FE-003,EC,2025-10-15,2905.0,0.0,KG,,EC-D4,160,2025-10
0000005300,FE-004,EC,2025-10-15,363.1,0.0,KG,,EC-D4,160,2025-10
0000005301,FE-001,EC,2025-10-15,5999.4,0.0,KG,,EC-D4,163,2025-10
0000005302,FE-002,EC,2025-10-15,1476.8,0.0,KG,,EC-D4,163,2025-10
0000005303,FE-003,EC,2025-10-15,1107.6,0.0,KG,,EC-D4,163,2025-10
0000005304,FE-004,EC,2025-10-15,138.4,0.0,KG,,EC-D4,163,2025-10
0000005305,FE-001,EC,2025-10-15,6275.4,0.0,KG,,EC-D4,164,2025-10
0000005306,FE-002,EC,2025-10-15,1544.7,0.0,KG,,EC-D4,164,2025-10
0000005307,FE-003,EC,2025-10-15,1158.5,0.0,KG,,EC-D4,164,2025-10
0000005308,FE-004,EC,2025-10-15,144.8,0.0,KG,,EC-D4,164,2025-10
0000005309,FE-001,EC,2025-10-15,8315.8,0.0,KG,,EC-D4,165,2025-10
0000005310,FE-002,EC,2025-10-15,2047.0,0.0,KG,,EC-D4,165,2025-10
0000005311,FE-003,EC,2025-10-15,1535.2,0.0,KG,,EC-D4,165,2025-10
0000005312,FE-004,EC,2025-10-15,191.9,0.0,KG,,EC-D4,165,2025-10
0000005313,FE-001,EC,2025-10-15,7214.9,0.0,KG,,EC-D4,166,2025-10
0000005314,FE-002,EC,2025-10-15,1776.0,0.0,KG,,EC-D4,166,2025-10
0000005315,FE-003,EC,2025-10-15,1332.0,0.0,KG,,EC-D4,166,2025-10
0000005316,FE-004,EC,2025-10-15,166.5,0.0,KG,,EC-D4,166,2025-10
0000005317,FE-001,EC,2025-10-15,16574.9,0.0,KG,,EC-D5,168,2025-10
0000005318,FE-002,EC,2025-10-15,4080.0,0.0,KG,,EC-D5,168,2025-10
0000005319,FE-003,EC,2025-10-15,3060.0,0.0,KG,,EC-D5,168,2025-10
0000005320,FE-004,EC,2025-10-15,382.5,0.0,KG,,EC-D5,168,2025-10
0000005321,FE-001,EC,2025-10-15,16553.3,0.0,KG,,EC-D5,169,2025-10
0000005322,FE-002,EC,2025-10-15,4074.7,0.0,KG,,EC-D5,169,2025-10
0000005323,FE-003,EC,2025-10-15,3056.0,0.0,KG,,EC-D5,169,2025-10
0000005324,FE-004,EC,2025-10-15,382.0,0.0,KG,,EC-D5,169,2025-10
0000005325,FE-001,EC,2025-10-15,13777.3,0.0,KG,,EC-D5,170,2025-10
0000005326,FE-002,EC,2025-10-15,3391.3,0.0,KG,,EC-D5,170,2025-10
0000005327,FE-003,EC,2025-10-15,2543.5,0.0,KG,,EC-D5,170,2025-10
0000005328,FE-004,EC,2025-10-15,317.9,0.0,KG,,EC-D5,170,2025-10
0000005329,FE-001,EC,2025-10-15,9801.1,0.0,KG,,EC-D5,171,2025-10
0000005330,FE-002,EC,2025-10-15,2412.6,0.0,KG,,EC-D5,171,2025-10
0000005331,FE-003,EC,2025-10-15,1809.4,0.0,KG,,EC-D5,171,2025-10
0000005332,FE-004,EC,2025-10-15,226.2,0.0,KG,,EC-D5,171,2025-10
0000005333,FE-001,EC,2025-10-15,11024.0,0.0,KG,,EC-D5,172,2025-10
0000005334,FE-002,EC,2025-10-15,2713.6,0.0,KG,,EC-D5,172,2025-10
0000005335,FE-003,EC,2025-10-15,2035.2,0.0,KG,,EC-D5,172,2025-10
0000005336,FE-004,EC,2025-10-15,254.4,0.0,KG,,EC-D5,172,2025-10
0000005337,FE-001,EC,2025-10-15,9003.9,0.0,KG,,EC-D5,173,2025-10
0000005338,FE-002,EC,2025-10-15,2216.3,0.0,KG,,EC-D5,173,2025-10
0000005339,FE-003,EC,2025-10-15,1662.3,0.0,KG,,EC-D5,173,2025-10
0000005340,FE-004,EC,2025-10-15,207.8,0.0,KG,,EC-D5,173,2025-10
0000005341,FE-001,EC,2025-10-15,5194.1,0.0,KG,,EC-D5,174,2025-10
0000005342,FE-002,EC,2025-10-15,1278.5,0.0,KG,,EC-D5,174,2025-10
0000005343,FE-003,EC,2025-10-15,958.9,0.0,KG,,EC-D5,174,2025-10
0000005344,FE-004,EC,2025-10-15,119.9,0.0,KG,,EC-D5,174,2025-10
0000005345,FE-001,EC,2025-10-15,12555.2,0.0,KG,,EC-D5,176,2025-10
0000005346,FE-002,EC,2025-10-15,3090.5,0.0,KG,,EC-D5,176,2025-10
0000005347,FE-003,EC,2025-10-15,2317.9,0.0,KG,,EC-D5,176,2025-10
0000005348,FE-004,EC,2025-10-15,289.7,0.0,KG,,EC-D5,176,2025-10
0000005349,FE-001,EC,2025-10-15,13008.7,0.0,KG,,EC-D5,177,2025-10
0000005350,FE-002,EC,2025-10-15,3202.2,0.0,KG,,EC-D5,177,2025-10
0000005351,FE-003,EC,2025-10-15,2401.6,0.0,KG,,EC-D5,177,2025-10
0000005352,FE-004,EC,2025-10-15,300.2,0.0,KG,,EC-D5,177,2025-10
0000005353,FE-001,EC,2025-10-15,11920.3,0.0,KG,,EC-D5,178,2025-10
0000005354,FE-002,EC,2025-10-15,2934.2,0.0,KG,,EC-D5,178,2025-10
0000005355,FE-003,EC,2025-10-15,2200.7,0.0,KG,,EC-D5,178,2025-10
0000005356,FE-004,EC,2025-10-15,275.1,0.0,KG,,EC-D5,178,2025-10
0000005357,FE-001,EC,2025-10-15,11275.1,0.0,KG,,EC-D5,179,2025-10
0000005358,FE-002,EC,2025-10-15,2775.4,0.0,KG,,EC-D5,179,2025-10
0000005359,FE-003,EC,2025-10-15,2081.6,0.0,KG,,EC-D5,179,2025-10
0000005360,FE-004,EC,2025-10-15,260.2,0.0,KG,,EC-D5,179,2025-10
0000005361,FE-001,EC,2025-10-15,13092.1,0.0,KG,,EC-D5,180,2025-10
0000005362,FE-002,EC,2025-10-15,3222.7,0.0,KG,,EC-D5,180,2025-10
0000005363,FE-003,EC,2025-10-15,2417.0,0.0,KG,,EC-D5,180,2025-10
0000005364,FE-004,EC,2025-10-15,302.1,0.0,KG,,EC-D5,180,2025-10
0000005365,FE-001,EC,2025-10-15,14211.9,0.0,KG,,EC-D5,181,2025-10
0000005366,FE-002,EC,2025-10-15,3498.3,0.0,KG,,EC-D5,181,2025-10
0000005367,FE-003,EC,2025-10-15,2623.7,0.0,KG,,EC-D5,181,2025-10
0000005368,FE-004,EC,2025-10-15,328.0,0.0,KG,,EC-D5,181,2025-10
0000005369,FE-001,EC,2025-10-15,9639.8,0.0,KG,,EC-D5,182,2025-10
0000005370,FE-002,EC,2025-10-15,2372.9,0.0,KG,,EC-D5,182,2025-10
0000005371,FE-003,EC,2025-10-15,1779.7,0.0,KG,,EC-D5,182,2025-10
0000005372,FE-004,EC,2025-10-15,222.5,0.0,KG,,EC-D5,182,2025-10
0000005373,FE-001,EC,2025-10-15,8518.3,0.0,KG,,EC-D5,184,2025-10
0000005374,FE-002,EC,2025-10-15,2096.8,0.0,KG,,EC-D5,184,2025-10
0000005375,FE-003,EC,2025-10-15,1572.6,0.0,KG,,EC-D5,184,2025-10
0000005376,FE-004,EC,2025-10-15,196.6,0.0,KG,,EC-D5,184,2025-10
0000005377,FE-001,EC,2025-10-15,12579.4,0.0,KG,,EC-D5,185,2025-10
0000005378,FE-002,EC,2025-10-15,3096.5,0.0,KG,,EC-D5,185,2025-10
0000005379,FE-003,EC,2025-10-15,2322.4,0.0,KG,,EC-D5,185,2025-10
0000005380,FE-004,EC,2025-10-15,290.3,0.0,KG,,EC-D5,185,2025-10
0000005381,FE-001,EC,2025-10-15,12680.2,0.0,KG,,EC-D5,186,2025-10
0000005382,FE-002,EC,2025-10-15,3121.3,0.0,KG,,EC-D5,186,2025-10
0000005383,FE-003,EC,2025-10-15,2341.0,0.0,KG,,EC-D5,186,2025-10
0000005384,FE-004,EC,2025-10-15,292.6,0.0,KG,,EC-D5,186,2025-10
0000005385,FE-001,EC,2025-10-15,14839.2,0.0,KG,,EC-D5,187,2025-10
0000005386,FE-002,EC,2025-10-15,3652.7,0.0,KG,,EC-D5,187,2025-10
0000005387,FE-003,EC,2025-10-15,2739.5,0.0,KG,,EC-D5,187,2025-10
0000005388,FE-004,EC,2025-10-15,342.4,0.0,KG,,EC-D5,187,2025-10
0000005389,FE-001,EC,2025-10-15,14222.1,0.0,KG,,EC-D5,188,2025-10
0000005390,FE-002,EC,2025-10-15,3500.8,0.0,KG,,EC-D5,188,2025-10
