# SYNTHETIC. Dispatch orders: the plan side of the trip ledger. Planned tonnes are the harvest plan's bunches at the block's bunch weight, split across the vehicles that went; actual is what the weighbridge weighed (ec_weighbridge.csv), so the gap is harvest shortfall and shrinkage together. Stands in for the SAP PM vehicle trip plan.
order_id,date,operation,activity,division_code,block_code,crew_code,headcount_plan,headcount_actual,planned_qty,actual_qty,unit,man_days_plan,man_days_actual,status,started,finished,carried_to,driver_id,route_code
WO-2025-0416-D-051,2025-04-16,dispatch,evacuation,7,309,MI-04,4,4,9.11,8.55,tonnes,1.24,1.24,completed,07:51,16:51,,D-02/D-14/D-17/D-20,R-07
WO-2025-0416-D-052,2025-04-16,dispatch,evacuation,7,310,TR-07,4,4,15.9,14.21,tonnes,1.15,1.15,completed,08:45,16:13,,D-12/D-14/D-15/D-16,R-07
WO-2025-0416-D-053,2025-04-16,dispatch,evacuation,7,329,MI-01,4,3,7.84,7.33,tonnes,0.92,0.69,completed,09:25,16:38,,D-05/D-06/D-14,R-07
WO-2025-0416-D-054,2025-04-16,dispatch,evacuation,7,330,TR-02,3,3,10.87,11.03,tonnes,0.88,0.88,completed,12:28,17:07,,D-05/D-18/D-19,R-07
WO-2025-0416-D-055,2025-04-16,dispatch,evacuation,7,338,TR-07,3,4,12.49,14.08,tonnes,0.92,1.23,completed,10:59,17:20,,D-06/D-09/D-13,R-07
WO-2025-0416-D-056,2025-04-16,dispatch,evacuation,7,340,TR-01,3,3,9.67,10.22,tonnes,0.93,0.93,completed,08:11,15:49,,D-03/D-16,R-07
WO-2025-0416-D-057,2025-04-16,dispatch,evacuation,7,341,DU-01,2,2,12.27,9.57,tonnes,0.46,0.46,partial,10:17,15:39,,D-11/D-15,R-07
WO-2025-0416-D-058,2025-04-16,dispatch,evacuation,7,346,TR-07,3,3,10.14,10.7,tonnes,0.98,0.98,completed,07:11,13:28,,D-01/D-07/D-19,R-07
WO-2025-0417-D-001,2025-04-17,dispatch,evacuation,1,15,DU-04,2,2,10.4,8.5,tonnes,0.48,0.48,partial,08:05,12:10,,D-01/D-07,R-01
WO-2025-0417-D-002,2025-04-17,dispatch,evacuation,1,18,MI-02,4,3,8.25,6.76,tonnes,0.85,0.64,partial,07:06,12:12,,D-10/D-20,R-01
WO-2025-0417-D-003,2025-04-17,dispatch,evacuation,1,20,TR-01,2,2,8.05,6.54,tonnes,0.55,0.55,partial,08:34,16:04,,D-14/D-15,R-01
WO-2025-0417-D-004,2025-04-17,dispatch,evacuation,1,24,TR-06,3,2,9.36,7.57,tonnes,0.94,0.63,partial,09:54,14:27,,D-13/D-15,R-01
WO-2025-0417-D-005,2025-04-17,dispatch,evacuation,1,31,TR-07,2,2,6.56,5.54,tonnes,0.62,0.62,partial,08:38,13:02,,D-03/D-10,R-01
WO-2025-0417-D-006,2025-04-17,dispatch,evacuation,1,5,TR-06,1,1,3.13,2.83,tonnes,0.2,0.2,completed,09:37,11:15,,D-09,R-01
WO-2025-0417-D-007,2025-04-17,dispatch,evacuation,1,9,DU-04,1,1,5.58,4.28,tonnes,0.26,0.26,partial,11:50,13:55,,D-13,R-01
WO-2025-0417-D-008,2025-04-17,dispatch,evacuation,2,382,DU-05,2,2,13.27,9.89,tonnes,0.69,0.69,partial,12:36,16:05,,D-02/D-15,R-02
WO-2025-0417-D-009,2025-04-17,dispatch,evacuation,2,42,DU-04,2,1,7.67,6.18,tonnes,0.68,0.34,partial,13:33,16:16,,D-12,R-02
WO-2025-0417-D-010,2025-04-17,dispatch,evacuation,2,43,DU-04,2,2,8.91,7.27,tonnes,0.59,0.59,partial,09:38,17:07,,D-13/D-18,R-02
WO-2025-0417-D-011,2025-04-17,dispatch,evacuation,2,44,DU-01,2,2,11.42,8.19,tonnes,0.63,0.63,partial,09:37,16:32,,D-11/D-15,R-02
WO-2025-0417-D-012,2025-04-17,dispatch,evacuation,2,45,TR-08,3,3,12.87,11.68,tonnes,0.9,0.9,completed,09:05,14:58,,D-04/D-10/D-20,R-02
WO-2025-0417-D-013,2025-04-17,dispatch,evacuation,2,52,MI-02,5,4,10.17,9.32,tonnes,1.17,0.94,completed,10:40,14:45,,D-08/D-14/D-20,R-02
WO-2025-0417-D-014,2025-04-17,dispatch,evacuation,2,56,TR-01,3,2,9.98,7.96,tonnes,1.05,0.7,partial,12:25,17:42,,D-04/D-12,R-02
WO-2025-0417-D-015,2025-04-17,dispatch,evacuation,2,58,TR-07,2,2,8.65,7.31,tonnes,0.42,0.42,partial,10:20,14:26,,D-04/D-06,R-02
WO-2025-0417-D-016,2025-04-17,dispatch,evacuation,3,102,MI-04,4,4,8.38,7.91,tonnes,1.19,1.19,completed,09:30,15:58,,D-03/D-05/D-10/D-18,R-03
WO-2025-0417-D-017,2025-04-17,dispatch,evacuation,3,104,TR-05,3,3,12.25,9.4,tonnes,1.07,1.07,partial,09:23,17:09,,D-02/D-05/D-08,R-03
WO-2025-0417-D-018,2025-04-17,dispatch,evacuation,3,109,DU-03,2,2,13.38,11.29,tonnes,0.51,0.51,partial,07:36,16:22,,D-11/D-19,R-03
WO-2025-0417-D-019,2025-04-17,dispatch,evacuation,3,119,DU-02,1,1,2.77,2.42,tonnes,0.33,0.33,completed,11:22,13:00,,D-14,R-03
WO-2025-0417-D-020,2025-04-17,dispatch,evacuation,3,78,MI-01,4,4,9.29,8.26,tonnes,1.11,1.11,completed,07:32,16:56,,D-02/D-08/D-14/D-16,R-03
WO-2025-0417-D-021,2025-04-17,dispatch,evacuation,3,80,TR-03,2,2,6.69,5.88,tonnes,0.43,0.43,completed,11:46,14:44,,D-08/D-18,R-03
WO-2025-0417-D-022,2025-04-17,dispatch,evacuation,3,91,MI-03,4,4,9.78,7.45,tonnes,1.03,1.03,partial,10:55,14:27,,D-07/D-08/D-20,R-03
WO-2025-0417-D-023,2025-04-17,dispatch,evacuation,3,92,TR-05,3,2,10.53,8.05,tonnes,0.87,0.58,partial,08:43,16:36,,D-07/D-19,R-03
WO-2025-0417-D-024,2025-04-17,dispatch,evacuation,4,122,DU-01,1,1,5.93,5.44,tonnes,0.37,0.37,completed,14:32,17:30,,D-05,R-04
WO-2025-0417-D-025,2025-04-17,dispatch,evacuation,4,125,MI-03,4,3,8.46,5.63,tonnes,1.11,0.83,partial,08:50,16:54,,D-06/D-12/D-14,R-04
WO-2025-0417-D-026,2025-04-17,dispatch,evacuation,4,128,MI-02,8,8,18.03,17.14,tonnes,1.86,1.86,completed,07:19,15:02,,D-04/D-07/D-09/D-11/D-12/D-18,R-04
WO-2025-0417-D-027,2025-04-17,dispatch,evacuation,4,130,TR-03,5,4,19.24,16.45,tonnes,1.45,1.16,completed,08:41,17:13,,D-02/D-04/D-05/D-13,R-04
WO-2025-0417-D-028,2025-04-17,dispatch,evacuation,4,138,TR-04,5,4,22.48,17.16,tonnes,0.91,0.73,partial,08:32,13:47,,D-06/D-13/D-15/D-19,R-04
WO-2025-0417-D-029,2025-04-17,dispatch,evacuation,4,144,TR-03,3,3,11.07,12.05,tonnes,0.9,0.9,completed,07:02,17:05,,D-03/D-10,R-04
WO-2025-0417-D-030,2025-04-17,dispatch,evacuation,4,145,TR-07,4,3,15.97,13.09,tonnes,1.32,0.99,partial,08:37,15:00,,D-04/D-06/D-15,R-04
WO-2025-0417-D-031,2025-04-17,dispatch,evacuation,4,150,TR-03,3,2,9.36,8.46,tonnes,0.73,0.48,completed,08:43,11:16,,D-03/D-12,R-04
WO-2025-0417-D-032,2025-04-17,dispatch,evacuation,4,166,TR-05,2,2,8.49,6.4,tonnes,0.66,0.66,partial,11:38,14:37,,D-01/D-07,R-04
WO-2025-0417-D-033,2025-04-17,dispatch,evacuation,5,176,TR-08,4,3,13.78,9.88,tonnes,1.01,0.76,partial,09:01,13:09,,D-03/D-04/D-14,R-05
WO-2025-0417-D-034,2025-04-17,dispatch,evacuation,5,193,MI-03,6,5,12.5,12.2,tonnes,1.65,1.37,completed,11:15,16:54,,D-05/D-08/D-13/D-14,R-05
WO-2025-0417-D-035,2025-04-17,dispatch,evacuation,5,195,DU-05,2,2,12.48,10.97,tonnes,0.49,0.49,completed,14:15,16:43,,D-14/D-17,R-05
WO-2025-0417-D-036,2025-04-17,dispatch,evacuation,6,203,DU-04,3,2,14.97,12.64,tonnes,0.89,0.59,partial,08:45,14:59,,D-07/D-13,R-06
WO-2025-0417-D-037,2025-04-17,dispatch,evacuation,6,211,DU-02,4,3,26.08,19.54,tonnes,1.25,0.94,partial,10:34,16:34,,D-13/D-15/D-16,R-06
WO-2025-0417-D-038,2025-04-17,dispatch,evacuation,6,247,DU-05,2,2,10.38,7.34,tonnes,0.37,0.37,partial,07:41,13:04,,D-10/D-12,R-06
WO-2025-0417-D-039,2025-04-17,dispatch,evacuation,6,252,DU-05,3,2,15.05,9.79,tonnes,1.12,0.75,partial,13:21,16:52,,D-02/D-15,R-06
WO-2025-0417-D-040,2025-04-17,dispatch,evacuation,6,261,DU-05,2,2,12.76,9.57,tonnes,0.63,0.63,partial,07:39,16:30,,D-10/D-12,R-06
WO-2025-0417-D-041,2025-04-17,dispatch,evacuation,6,262,TR-02,5,4,19.78,14.44,tonnes,1.49,1.19,partial,07:36,15:20,,D-04/D-07/D-13/D-18,R-06
WO-2025-0417-D-042,2025-04-17,dispatch,evacuation,6,263,TR-08,5,5,21.15,17.91,tonnes,1.56,1.56,partial,10:26,16:47,,D-04/D-12/D-13/D-15,R-06
WO-2025-0417-D-043,2025-04-17,dispatch,evacuation,6,266,TR-08,5,4,18.55,15.93,tonnes,1.09,0.87,completed,07:56,14:56,,D-01/D-02/D-13/D-15,R-06
WO-2025-0417-D-044,2025-04-17,dispatch,evacuation,7,296,TR-04,4,3,17.3,11.41,tonnes,1.22,0.91,partial,07:07,16:26,,D-03/D-05/D-10,R-07
WO-2025-0417-D-045,2025-04-17,dispatch,evacuation,7,297,DU-03,2,2,12.13,7.86,tonnes,0.58,0.58,partial,10:11,13:01,,D-02/D-06,R-07
WO-2025-0417-D-046,2025-04-17,dispatch,evacuation,7,306,TR-01,6,4,23.5,15.27,tonnes,1.78,1.19,partial,07:20,14:28,,D-02/D-04/D-06/D-17,R-07
WO-2025-0417-D-047,2025-04-17,dispatch,evacuation,7,311,TR-01,3,3,13.04,11.77,tonnes,0.89,0.89,completed,07:38,16:14,,D-12/D-16/D-17,R-07
WO-2025-0417-D-048,2025-04-17,dispatch,evacuation,7,332,TR-04,3,3,11.26,9.08,tonnes,0.77,0.77,partial,08:08,11:13,,D-18/D-19,R-07
WO-2025-0418-D-001,2025-04-18,dispatch,evacuation,1,12,TR-08,2,2,7.76,8.01,tonnes,0.33,0.33,completed,10:08,12:01,,D-06/D-11,R-01
WO-2025-0418-D-002,2025-04-18,dispatch,evacuation,1,16,TR-05,2,2,7.19,7.2,tonnes,0.6,0.6,completed,12:26,15:21,,D-10/D-18,R-01
WO-2025-0418-D-003,2025-04-18,dispatch,evacuation,1,21,TR-04,2,2,6.33,5.82,tonnes,0.48,0.48,completed,07:07,12:07,,D-04/D-11,R-01
WO-2025-0418-D-004,2025-04-18,dispatch,evacuation,1,22,MI-04,4,4,9.4,8.53,tonnes,0.98,0.98,completed,07:32,15:52,,D-03/D-11/D-13/D-15,R-01
WO-2025-0418-D-005,2025-04-18,dispatch,evacuation,1,34,DU-03,2,2,10.46,8.06,tonnes,0.38,0.38,partial,07:09,09:08,,D-08/D-11,R-01
WO-2025-0418-D-006,2025-04-18,dispatch,evacuation,1,35,TR-05,2,2,8.61,7.96,tonnes,0.54,0.54,completed,07:10,13:43,,D-04/D-15,R-01
WO-2025-0418-D-007,2025-04-18,dispatch,evacuation,1,36,DU-02,1,1,5.26,5.43,tonnes,0.11,0.11,completed,09:30,10:22,,D-17,R-01
WO-2025-0418-D-008,2025-04-18,dispatch,evacuation,1,37,MI-01,4,4,8.74,8.33,tonnes,0.83,0.83,completed,07:51,10:31,,D-06/D-09/D-13/D-18,R-01
WO-2025-0418-D-009,2025-04-18,dispatch,evacuation,1,38,TR-07,3,3,9.72,9.73,tonnes,0.59,0.59,completed,08:17,11:51,,D-11/D-18/D-19,R-01
WO-2025-0418-D-010,2025-04-18,dispatch,evacuation,1,6,TR-04,1,1,2.06,2.09,tonnes,0.17,0.17,completed,13:12,14:35,,D-13,R-01
WO-2025-0418-D-011,2025-04-18,dispatch,evacuation,2,47,DU-05,2,2,8.52,8.38,tonnes,0.39,0.39,completed,11:39,15:33,,D-04/D-13,R-02
WO-2025-0418-D-012,2025-04-18,dispatch,evacuation,2,54,TR-08,3,3,12.18,11.96,tonnes,0.86,0.86,completed,07:39,14:02,,D-06/D-14/D-16,R-02
WO-2025-0418-D-013,2025-04-18,dispatch,evacuation,2,65,MI-04,3,3,7.07,7.15,tonnes,0.88,0.88,completed,12:12,15:14,,D-13/D-14/D-16,R-02
WO-2025-0418-D-014,2025-04-18,dispatch,evacuation,3,114,DU-04,1,1,5.61,6.28,tonnes,0.3,0.3,completed,08:42,11:08,,D-01,R-03
WO-2025-0418-D-015,2025-04-18,dispatch,evacuation,3,115,TR-03,2,2,6.54,6.53,tonnes,0.42,0.42,completed,11:12,15:50,,D-01/D-04,R-03
WO-2025-0418-D-016,2025-04-18,dispatch,evacuation,3,120,DU-04,2,2,8.92,6.93,tonnes,0.47,0.47,partial,07:03,10:11,,D-02/D-08,R-03
WO-2025-0418-D-017,2025-04-18,dispatch,evacuation,3,76,DU-04,2,3,12.67,14.36,tonnes,0.38,0.58,completed,07:47,16:19,,D-02/D-10/D-20,R-03
WO-2025-0418-D-018,2025-04-18,dispatch,evacuation,3,78,TR-07,3,2,9.8,8.23,tonnes,1.06,0.71,partial,09:10,14:05,,D-08/D-15,R-03
WO-2025-0418-D-019,2025-04-18,dispatch,evacuation,3,79,MI-01,4,4,7.87,7.51,tonnes,1.13,1.13,completed,08:21,15:48,,D-03/D-05/D-16/D-17,R-03
WO-2025-0418-D-020,2025-04-18,dispatch,evacuation,3,87,DU-03,3,2,14.57,11.66,tonnes,0.95,0.63,partial,12:50,16:02,,D-06/D-20,R-03
WO-2025-0418-D-021,2025-04-18,dispatch,evacuation,3,94,TR-02,3,2,9.5,8.02,tonnes,0.62,0.42,partial,09:24,16:04,,D-02/D-08,R-03
WO-2025-0418-D-022,2025-04-18,dispatch,evacuation,3,96,MI-02,7,5,15.3,11.83,tonnes,1.73,1.24,partial,07:23,16:02,,D-01/D-05/D-08/D-11/D-19,R-03
WO-2025-0418-D-023,2025-04-18,dispatch,evacuation,3,98,TR-03,3,3,9.25,9.73,tonnes,0.66,0.66,completed,07:06,12:14,,D-01/D-12/D-13,R-03
WO-2025-0418-D-024,2025-04-18,dispatch,evacuation,3,99,TR-04,2,2,8.66,7.82,tonnes,0.76,0.76,completed,08:01,17:17,,D-02/D-13,R-03
WO-2025-0418-D-025,2025-04-18,dispatch,evacuation,4,123,DU-02,1,1,5.03,4.57,tonnes,0.19,0.19,completed,08:04,09:36,,D-15,R-04
WO-2025-0418-D-026,2025-04-18,dispatch,evacuation,4,127,TR-02,1,1,3.41,3.18,tonnes,0.29,0.29,completed,12:39,14:58,,D-16,R-04
WO-2025-0418-D-027,2025-04-18,dispatch,evacuation,4,133,DU-05,3,3,18.61,20.2,tonnes,0.62,0.62,completed,07:46,15:23,,D-01/D-13,R-04
WO-2025-0418-D-028,2025-04-18,dispatch,evacuation,4,134,DU-01,4,3,21.6,16.94,tonnes,1.0,0.75,partial,07:13,14:10,,D-10/D-13/D-18,R-04
WO-2025-0418-D-029,2025-04-18,dispatch,evacuation,4,137,MI-01,7,6,15.79,14.51,tonnes,2.07,1.78,completed,08:01,16:05,,D-11/D-13/D-14/D-17/D-18/D-20,R-04
WO-2025-0418-D-030,2025-04-18,dispatch,evacuation,4,139,TR-01,6,5,24.47,21.93,tonnes,1.64,1.37,completed,10:30,16:49,,D-08/D-09/D-12/D-14/D-17,R-04
WO-2025-0418-D-031,2025-04-18,dispatch,evacuation,4,146,TR-03,3,3,11.08,12.57,tonnes,1.01,1.01,completed,07:45,14:26,,D-01/D-05/D-20,R-04
WO-2025-0418-D-032,2025-04-18,dispatch,evacuation,4,147,DU-01,2,2,11.66,13.19,tonnes,0.43,0.43,completed,09:43,13:47,,D-04/D-07,R-04
WO-2025-0418-D-033,2025-04-18,dispatch,evacuation,4,148,MI-04,3,4,7.1,7.9,tonnes,0.81,1.07,completed,07:07,13:06,,D-07/D-10/D-14/D-17,R-04
WO-2025-0418-D-034,2025-04-18,dispatch,evacuation,4,151,MI-02,5,5,12.41,12.13,tonnes,1.24,1.24,completed,07:37,16:24,,D-05/D-06/D-19/D-20,R-04
WO-2025-0418-D-035,2025-04-18,dispatch,evacuation,4,156,TR-01,4,4,17.86,16.03,tonnes,0.77,0.77,completed,07:45,11:58,,D-06/D-11/D-12,R-04
WO-2025-0418-D-036,2025-04-18,dispatch,evacuation,4,159,MI-02,8,8,18.39,17.37,tonnes,2.69,2.69,completed,07:45,17:05,,D-01/D-02/D-03/D-07/D-12/D-16/D-17,R-04
WO-2025-0418-D-037,2025-04-18,dispatch,evacuation,5,169,TR-02,3,3,12.69,12.05,tonnes,0.73,0.73,completed,07:36,14:54,,D-02/D-07/D-19,R-05
WO-2025-0418-D-038,2025-04-18,dispatch,evacuation,5,171,TR-08,3,3,12.36,11.35,tonnes,0.78,0.78,completed,08:17,11:37,,D-05/D-12/D-18,R-05
WO-2025-0418-D-039,2025-04-18,dispatch,evacuation,5,172,TR-01,2,3,8.32,9.34,tonnes,0.47,0.71,completed,12:37,16:39,,D-07/D-19/D-20,R-05
WO-2025-0418-D-040,2025-04-18,dispatch,evacuation,5,181,DU-05,2,2,9.46,10.4,tonnes,0.59,0.59,completed,14:20,17:19,,D-12/D-13,R-05
WO-2025-0418-D-041,2025-04-18,dispatch,evacuation,5,184,MI-04,4,4,8.55,7.8,tonnes,1.07,1.07,completed,07:18,14:41,,D-05/D-12/D-19/D-20,R-05
WO-2025-0418-D-042,2025-04-18,dispatch,evacuation,5,188,TR-06,4,4,15.79,13.91,tonnes,0.92,0.92,completed,09:34,15:18,,D-07/D-09/D-12/D-15,R-05
WO-2025-0418-D-043,2025-04-18,dispatch,evacuation,5,197,TR-02,4,4,13.86,13.47,tonnes,1.02,1.02,completed,11:02,15:14,,D-04/D-08/D-10/D-17,R-05
WO-2025-0418-D-044,2025-04-18,dispatch,evacuation,6,212,TR-07,3,3,11.68,13.08,tonnes,0.99,0.99,completed,10:41,15:31,,D-09/D-11/D-12,R-06
WO-2025-0418-D-045,2025-04-18,dispatch,evacuation,6,215,TR-07,3,3,11.74,10.3,tonnes,0.79,0.79,completed,07:53,15:00,,D-01/D-03/D-19,R-06
WO-2025-0418-D-046,2025-04-18,dispatch,evacuation,6,223,TR-07,4,5,16.41,18.05,tonnes,1.38,1.73,completed,07:03,17:37,,D-08/D-09/D-14/D-15/D-19,R-06
WO-2025-0418-D-047,2025-04-18,dispatch,evacuation,6,245,TR-04,4,3,13.98,13.16,tonnes,1.17,0.87,completed,10:36,15:32,,D-01/D-15/D-16,R-06
WO-2025-0418-D-048,2025-04-18,dispatch,evacuation,6,258,TR-07,1,1,2.89,2.91,tonnes,0.39,0.39,completed,12:46,15:55,,D-04,R-06
WO-2025-0418-D-049,2025-04-18,dispatch,evacuation,7,287,DU-03,2,2,9.4,10.66,tonnes,0.85,0.85,completed,12:06,15:58,,D-02/D-18,R-07
WO-2025-0418-D-050,2025-04-18,dispatch,evacuation,7,290,TR-02,2,2,7.51,6.25,tonnes,0.57,0.57,partial,09:02,11:47,,D-03/D-16,R-07
WO-2025-0418-D-051,2025-04-18,dispatch,evacuation,7,302,DU-02,2,2,12.04,11.46,tonnes,0.7,0.7,completed,10:02,15:11,,D-08/D-15,R-07
WO-2025-0418-D-052,2025-04-18,dispatch,evacuation,7,308,TR-08,3,3,9.35,9.12,tonnes,1.06,1.06,completed,07:51,16:40,,D-07/D-10/D-14,R-07
WO-2025-0418-D-053,2025-04-18,dispatch,evacuation,7,331,TR-04,3,3,10.1,9.16,tonnes,0.91,0.91,completed,07:22,15:54,,D-04/D-06/D-08,R-07
WO-2025-0418-D-054,2025-04-18,dispatch,evacuation,7,333,MI-03,4,4,8.37,8.68,tonnes,0.99,0.99,completed,09:22,16:57,,D-01/D-14/D-16,R-07
WO-2025-0418-D-055,2025-04-18,dispatch,evacuation,7,335,DU-01,2,2,8.37,8.6,tonnes,0.53,0.53,completed,07:51,14:58,,D-03/D-19,R-07
WO-2025-0419-D-001,2025-04-19,dispatch,evacuation,1,1,DU-04,1,1,1.92,2.17,tonnes,0.23,0.23,completed,10:34,12:22,,D-11,R-01
WO-2025-0419-D-002,2025-04-19,dispatch,evacuation,1,14,DU-03,2,2,9.21,9.08,tonnes,0.59,0.59,completed,07:36,17:08,,D-03/D-09,R-01
WO-2025-0419-D-003,2025-04-19,dispatch,evacuation,1,16,DU-04,2,2,9.74,7.24,tonnes,0.27,0.27,partial,08:03,13:26,,D-09/D-20,R-01
WO-2025-0419-D-004,2025-04-19,dispatch,evacuation,1,23,TR-03,2,2,6.18,6.45,tonnes,0.48,0.48,completed,12:06,15:03,,D-10/D-20,R-01
WO-2025-0419-D-005,2025-04-19,dispatch,evacuation,1,24,DU-04,2,2,7.41,7.61,tonnes,0.53,0.53,completed,10:04,16:24,,D-09/D-20,R-01
WO-2025-0419-D-006,2025-04-19,dispatch,evacuation,1,25,TR-02,2,2,7.06,7.91,tonnes,0.57,0.57,completed,10:20,13:52,,D-05/D-07,R-01
WO-2025-0419-D-007,2025-04-19,dispatch,evacuation,1,26,TR-02,2,3,8.63,9.41,tonnes,0.46,0.69,completed,11:53,14:22,,D-07/D-09/D-13,R-01
WO-2025-0419-D-008,2025-04-19,dispatch,evacuation,1,27,MI-03,3,3,6.81,7.31,tonnes,0.75,0.75,completed,10:07,13:14,,D-14/D-17/D-19,R-01
WO-2025-0419-D-009,2025-04-19,dispatch,evacuation,1,30,TR-04,3,2,10.05,7.38,tonnes,0.83,0.55,partial,07:35,14:28,,D-02/D-11,R-01
WO-2025-0419-D-010,2025-04-19,dispatch,evacuation,1,32,TR-04,2,2,7.75,7.05,tonnes,0.52,0.52,completed,07:13,11:25,,D-06/D-09,R-01
WO-2025-0419-D-011,2025-04-19,dispatch,evacuation,1,8,TR-06,2,2,6.84,6.57,tonnes,0.53,0.53,completed,08:55,14:06,,D-06/D-10,R-01
WO-2025-0419-D-012,2025-04-19,dispatch,evacuation,2,41,DU-03,1,1,5.74,5.59,tonnes,0.36,0.36,completed,14:28,17:22,,D-08,R-02
WO-2025-0419-D-013,2025-04-19,dispatch,evacuation,2,44,DU-05,2,2,8.99,8.26,tonnes,0.48,0.48,completed,12:28,16:32,,D-09/D-12,R-02
WO-2025-0419-D-014,2025-04-19,dispatch,evacuation,2,64,TR-08,3,2,9.88,8.68,tonnes,0.93,0.62,completed,09:59,16:04,,D-03/D-11,R-02
WO-2025-0419-D-015,2025-04-19,dispatch,evacuation,2,70,DU-01,2,2,8.71,7.02,tonnes,0.55,0.55,partial,10:24,16:35,,D-09/D-11,R-02
WO-2025-0419-D-016,2025-04-19,dispatch,evacuation,2,72,TR-03,4,3,13.74,11.74,tonnes,1.41,1.06,completed,07:39,17:21,,D-05/D-17/D-19,R-02
WO-2025-0419-D-017,2025-04-19,dispatch,evacuation,3,101,MI-04,5,5,12.4,11.77,tonnes,1.41,1.41,completed,07:30,17:02,,D-10/D-17/D-18/D-20,R-03
WO-2025-0419-D-018,2025-04-19,dispatch,evacuation,3,111,MI-03,5,5,12.49,10.35,tonnes,1.33,1.33,partial,07:16,14:52,,D-01/D-10/D-14/D-16,R-03
WO-2025-0419-D-019,2025-04-19,dispatch,evacuation,3,81,MI-03,2,2,3.56,2.62,tonnes,0.28,0.28,partial,12:31,14:56,,D-03,R-03
WO-2025-0419-D-020,2025-04-19,dispatch,evacuation,3,82,DU-04,1,1,3.13,2.66,tonnes,0.13,0.13,partial,08:26,09:30,,D-01,R-03
WO-2025-0419-D-021,2025-04-19,dispatch,evacuation,3,84,MI-04,9,7,20.43,15.41,tonnes,2.21,1.72,partial,07:24,13:58,,D-05/D-08/D-10/D-15/D-16/D-18,R-03
WO-2025-0419-D-022,2025-04-19,dispatch,evacuation,3,86,TR-04,3,3,12.13,11.25,tonnes,0.83,0.83,completed,08:03,14:00,,D-08/D-13/D-17,R-03
WO-2025-0419-D-023,2025-04-19,dispatch,evacuation,3,90,MI-03,5,4,10.36,9.64,tonnes,1.06,0.85,completed,07:51,15:47,,D-03/D-07/D-17/D-18,R-03
WO-2025-0419-D-024,2025-04-19,dispatch,evacuation,3,92,TR-02,3,2,11.56,8.23,tonnes,0.66,0.44,partial,08:45,11:09,,D-18,R-03
WO-2025-0419-D-025,2025-04-19,dispatch,evacuation,4,131,TR-02,4,4,16.7,16.83,tonnes,1.09,1.09,completed,07:51,15:57,,D-02/D-06/D-12/D-16,R-04
WO-2025-0419-D-026,2025-04-19,dispatch,evacuation,4,132,TR-03,4,4,16.19,13.52,tonnes,0.97,0.97,partial,07:35,16:22,,D-03/D-07/D-14/D-16,R-04
WO-2025-0419-D-027,2025-04-19,dispatch,evacuation,4,143,DU-01,3,3,14.1,15.09,tonnes,0.96,0.96,completed,08:33,16:06,,D-09/D-20,R-04
WO-2025-0419-D-028,2025-04-19,dispatch,evacuation,4,153,TR-01,3,3,12.66,12.09,tonnes,0.82,0.82,completed,10:54,16:35,,D-02/D-11/D-18,R-04
WO-2025-0419-D-029,2025-04-19,dispatch,evacuation,4,158,TR-02,3,2,9.47,8.73,tonnes,0.97,0.65,completed,09:28,16:31,,D-17,R-04
WO-2025-0419-D-030,2025-04-19,dispatch,evacuation,4,165,DU-01,2,2,9.82,9.16,tonnes,0.5,0.5,completed,09:09,12:03,,D-06/D-14,R-04
WO-2025-0419-D-031,2025-04-19,dispatch,evacuation,5,189,TR-07,3,3,12.4,11.39,tonnes,0.75,0.75,completed,07:36,16:15,,D-10/D-12/D-14,R-05
WO-2025-0419-D-032,2025-04-19,dispatch,evacuation,6,204,TR-08,4,4,17.89,14.9,tonnes,1.07,1.07,partial,07:37,16:20,,D-03/D-07/D-19/D-20,R-06
WO-2025-0419-D-033,2025-04-19,dispatch,evacuation,6,205,TR-08,3,4,12.7,14.23,tonnes,0.71,0.94,completed,10:01,15:37,,D-01/D-08/D-11/D-12,R-06
WO-2025-0419-D-034,2025-04-19,dispatch,evacuation,6,207,TR-08,3,3,11.68,10.64,tonnes,0.73,0.73,completed,10:13,16:56,,D-01/D-09/D-14,R-06
WO-2025-0419-D-035,2025-04-19,dispatch,evacuation,6,230,DU-05,3,3,19.9,16.32,tonnes,0.84,0.84,partial,07:08,15:58,,D-02/D-09/D-10,R-06
WO-2025-0419-D-036,2025-04-19,dispatch,evacuation,6,250,DU-01,2,2,9.41,7.75,tonnes,0.46,0.46,partial,08:06,12:15,,D-10/D-20,R-06
WO-2025-0419-D-037,2025-04-19,dispatch,evacuation,6,252,MI-04,5,5,10.51,9.82,tonnes,1.43,1.43,completed,07:15,14:06,,D-01/D-05/D-12/D-15,R-06
WO-2025-0419-D-038,2025-04-19,dispatch,evacuation,6,253,TR-03,4,5,16.45,18.42,tonnes,1.2,1.5,completed,07:29,15:41,,D-06/D-12/D-15/D-17,R-06
WO-2025-0419-D-039,2025-04-19,dispatch,evacuation,6,254,TR-03,2,2,7.71,7.71,tonnes,0.39,0.39,completed,10:19,16:32,,D-05/D-19,R-06
WO-2025-0419-D-040,2025-04-19,dispatch,evacuation,6,256,TR-08,2,2,7.85,6.04,tonnes,0.37,0.37,partial,07:55,15:34,,D-05/D-06,R-06
