# SYNTHETIC. Daily attendance per crew. EPMS has t_attendance; the EC export carries none. Calibrated so the division-month rate reproduces ec_labour.csv exactly, including the Lebaran dip; Sundays and heavy-rain days sit below the month, weekdays above it.
crew_code,crew_type,division_code,date,on_roll,present,absent,absent_reason
U3-04,upkeep,3,2025-05-04,16,9,7,rest day
U4-01,upkeep,4,2025-05-04,15,8,7,rest day
U4-02,upkeep,4,2025-05-04,15,8,7,rest day
U4-03,upkeep,4,2025-05-04,15,8,7,rest day
U4-04,upkeep,4,2025-05-04,15,8,7,rest day
U5-01,upkeep,5,2025-05-04,16,7,9,rest day
U5-02,upkeep,5,2025-05-04,16,8,8,rest day
U5-03,upkeep,5,2025-05-04,16,8,8,rest day
U6-01,upkeep,6,2025-05-04,17,10,7,rest day
U6-02,upkeep,6,2025-05-04,17,11,6,rest day
U6-03,upkeep,6,2025-05-04,17,10,7,rest day
U6-04,upkeep,6,2025-05-04,17,10,7,rest day
U7-01,upkeep,7,2025-05-04,15,9,6,rest day
U7-02,upkeep,7,2025-05-04,15,8,7,rest day
U7-03,upkeep,7,2025-05-04,15,9,6,rest day
U7-04,upkeep,7,2025-05-04,15,8,7,rest day
G1-01,harvest,1,2025-05-05,28,26,2,leave
G1-02,harvest,1,2025-05-05,26,24,2,leave
G1-03,harvest,1,2025-05-05,25,24,1,leave
G1-04,harvest,1,2025-05-05,26,26,0,
G2-01,harvest,2,2025-05-05,24,22,2,leave
G2-02,harvest,2,2025-05-05,20,19,1,leave
G2-03,harvest,2,2025-05-05,24,21,3,sick
G2-04,harvest,2,2025-05-05,25,24,1,leave
G3-01,harvest,3,2025-05-05,27,27,0,
G3-02,harvest,3,2025-05-05,24,23,1,leave
G3-03,harvest,3,2025-05-05,25,25,0,
G3-04,harvest,3,2025-05-05,24,20,4,sick
G4-01,harvest,4,2025-05-05,26,26,0,
G4-02,harvest,4,2025-05-05,25,22,3,no show
G4-03,harvest,4,2025-05-05,24,23,1,no show
G4-04,harvest,4,2025-05-05,20,18,2,no show
G5-01,harvest,5,2025-05-05,23,21,2,sick
G5-02,harvest,5,2025-05-05,27,27,0,
G5-03,harvest,5,2025-05-05,19,16,3,leave
G6-01,harvest,6,2025-05-05,24,23,1,leave
G6-02,harvest,6,2025-05-05,18,18,0,
G6-03,harvest,6,2025-05-05,24,24,0,
G6-04,harvest,6,2025-05-05,24,24,0,
G6-05,harvest,6,2025-05-05,21,19,2,sick
G7-01,harvest,7,2025-05-05,27,27,0,
G7-02,harvest,7,2025-05-05,21,20,1,sick
G7-03,harvest,7,2025-05-05,20,17,3,no show
G7-04,harvest,7,2025-05-05,27,27,0,
P1-01,pest,1,2025-05-05,11,8,3,leave
P2-01,pest,2,2025-05-05,10,9,1,no show
P3-01,pest,3,2025-05-05,11,9,2,sick
P4-01,pest,4,2025-05-05,10,9,1,leave
P5-01,pest,5,2025-05-05,10,8,2,leave
P6-01,pest,6,2025-05-05,13,12,1,sick
P7-01,pest,7,2025-05-05,13,12,1,sick
S1-01,spray,1,2025-05-05,15,15,0,
S2-01,spray,2,2025-05-05,14,13,1,no show
S3-01,spray,3,2025-05-05,17,15,2,leave
S4-01,spray,4,2025-05-05,16,14,2,no show
S5-01,spray,5,2025-05-05,13,12,1,leave
S6-01,spray,6,2025-05-05,18,15,3,sick
S7-01,spray,7,2025-05-05,17,14,3,sick
U1-01,upkeep,1,2025-05-05,19,17,2,sick
U1-02,upkeep,1,2025-05-05,19,16,3,leave
U1-03,upkeep,1,2025-05-05,19,17,2,sick
U2-01,upkeep,2,2025-05-05,18,14,4,sick
U2-02,upkeep,2,2025-05-05,18,17,1,sick
U2-03,upkeep,2,2025-05-05,18,15,3,no show
U3-01,upkeep,3,2025-05-05,16,14,2,sick
U3-02,upkeep,3,2025-05-05,16,15,1,leave
U3-03,upkeep,3,2025-05-05,16,16,0,
U3-04,upkeep,3,2025-05-05,16,16,0,
U4-01,upkeep,4,2025-05-05,15,13,2,no show
U4-02,upkeep,4,2025-05-05,15,15,0,
U4-03,upkeep,4,2025-05-05,15,13,2,sick
U4-04,upkeep,4,2025-05-05,15,13,2,leave
U5-01,upkeep,5,2025-05-05,16,13,3,no show
U5-02,upkeep,5,2025-05-05,16,16,0,
U5-03,upkeep,5,2025-05-05,16,14,2,sick
U6-01,upkeep,6,2025-05-05,17,16,1,no show
U6-02,upkeep,6,2025-05-05,17,14,3,leave
U6-03,upkeep,6,2025-05-05,17,16,1,leave
U6-04,upkeep,6,2025-05-05,17,15,2,sick
U7-01,upkeep,7,2025-05-05,15,15,0,
U7-02,upkeep,7,2025-05-05,15,14,1,sick
U7-03,upkeep,7,2025-05-05,15,14,1,no show
U7-04,upkeep,7,2025-05-05,15,15,0,
G1-01,harvest,1,2025-05-06,28,27,1,sick
G1-02,harvest,1,2025-05-06,26,22,4,no show
G1-03,harvest,1,2025-05-06,25,22,3,leave
G1-04,harvest,1,2025-05-06,26,24,2,sick
G2-01,harvest,2,2025-05-06,24,23,1,leave
G2-02,harvest,2,2025-05-06,20,16,4,sick
G2-03,harvest,2,2025-05-06,24,21,3,leave
G2-04,harvest,2,2025-05-06,25,22,3,leave
G3-01,harvest,3,2025-05-06,27,26,1,no show
G3-02,harvest,3,2025-05-06,24,24,0,
G3-03,harvest,3,2025-05-06,25,25,0,
G3-04,harvest,3,2025-05-06,24,21,3,leave
G4-01,harvest,4,2025-05-06,26,24,2,sick
G4-02,harvest,4,2025-05-06,25,25,0,
G4-03,harvest,4,2025-05-06,24,18,6,leave
G4-04,harvest,4,2025-05-06,20,20,0,
G5-01,harvest,5,2025-05-06,23,23,0,
G5-02,harvest,5,2025-05-06,27,21,6,no show
G5-03,harvest,5,2025-05-06,19,19,0,
G6-01,harvest,6,2025-05-06,24,24,0,
G6-02,harvest,6,2025-05-06,18,18,0,
G6-03,harvest,6,2025-05-06,24,24,0,
G6-04,harvest,6,2025-05-06,24,23,1,sick
G6-05,harvest,6,2025-05-06,21,19,2,leave
G7-01,harvest,7,2025-05-06,27,27,0,
G7-02,harvest,7,2025-05-06,21,20,1,sick
G7-03,harvest,7,2025-05-06,20,20,0,
G7-04,harvest,7,2025-05-06,27,22,5,sick
P1-01,pest,1,2025-05-06,11,10,1,no show
P2-01,pest,2,2025-05-06,10,9,1,leave
P3-01,pest,3,2025-05-06,11,10,1,sick
P4-01,pest,4,2025-05-06,10,9,1,leave
P5-01,pest,5,2025-05-06,10,9,1,sick
P6-01,pest,6,2025-05-06,13,13,0,
P7-01,pest,7,2025-05-06,13,11,2,sick
S1-01,spray,1,2025-05-06,15,13,2,no show
S2-01,spray,2,2025-05-06,14,12,2,leave
S3-01,spray,3,2025-05-06,17,15,2,leave
S4-01,spray,4,2025-05-06,16,14,2,sick
S5-01,spray,5,2025-05-06,13,11,2,leave
S6-01,spray,6,2025-05-06,18,17,1,sick
S7-01,spray,7,2025-05-06,17,16,1,no show
U1-01,upkeep,1,2025-05-06,19,18,1,leave
U1-02,upkeep,1,2025-05-06,19,19,0,
U1-03,upkeep,1,2025-05-06,19,16,3,leave
U2-01,upkeep,2,2025-05-06,18,11,7,sick
U2-02,upkeep,2,2025-05-06,18,16,2,leave
U2-03,upkeep,2,2025-05-06,18,15,3,no show
U3-01,upkeep,3,2025-05-06,16,16,0,
U3-02,upkeep,3,2025-05-06,16,15,1,leave
U3-03,upkeep,3,2025-05-06,16,16,0,
U3-04,upkeep,3,2025-05-06,16,15,1,leave
U4-01,upkeep,4,2025-05-06,15,14,1,leave
U4-02,upkeep,4,2025-05-06,15,13,2,sick
U4-03,upkeep,4,2025-05-06,15,13,2,leave
U4-04,upkeep,4,2025-05-06,15,14,1,leave
U5-01,upkeep,5,2025-05-06,16,15,1,leave
U5-02,upkeep,5,2025-05-06,16,15,1,no show
U5-03,upkeep,5,2025-05-06,16,13,3,sick
U6-01,upkeep,6,2025-05-06,17,17,0,
U6-02,upkeep,6,2025-05-06,17,17,0,
U6-03,upkeep,6,2025-05-06,17,16,1,sick
U6-04,upkeep,6,2025-05-06,17,17,0,
U7-01,upkeep,7,2025-05-06,15,13,2,no show
U7-02,upkeep,7,2025-05-06,15,14,1,sick
U7-03,upkeep,7,2025-05-06,15,13,2,leave
U7-04,upkeep,7,2025-05-06,15,14,1,sick
G1-01,harvest,1,2025-05-07,28,23,5,no show
G1-02,harvest,1,2025-05-07,26,20,6,no show
G1-03,harvest,1,2025-05-07,25,21,4,sick
G1-04,harvest,1,2025-05-07,26,20,6,sick
G2-01,harvest,2,2025-05-07,24,18,6,leave
G2-02,harvest,2,2025-05-07,20,20,0,
G2-03,harvest,2,2025-05-07,24,24,0,
G2-04,harvest,2,2025-05-07,25,23,2,sick
G3-01,harvest,3,2025-05-07,27,27,0,
G3-02,harvest,3,2025-05-07,24,24,0,
G3-03,harvest,3,2025-05-07,25,25,0,
G3-04,harvest,3,2025-05-07,24,21,3,sick
G4-01,harvest,4,2025-05-07,26,24,2,leave
G4-02,harvest,4,2025-05-07,25,21,4,leave
G4-03,harvest,4,2025-05-07,24,23,1,sick
G4-04,harvest,4,2025-05-07,20,18,2,leave
G5-01,harvest,5,2025-05-07,23,19,4,sick
G5-02,harvest,5,2025-05-07,27,21,6,leave
G5-03,harvest,5,2025-05-07,19,18,1,leave
G6-01,harvest,6,2025-05-07,24,24,0,
G6-02,harvest,6,2025-05-07,18,18,0,
G6-03,harvest,6,2025-05-07,24,24,0,
G6-04,harvest,6,2025-05-07,24,23,1,no show
G6-05,harvest,6,2025-05-07,21,21,0,
G7-01,harvest,7,2025-05-07,27,27,0,
G7-02,harvest,7,2025-05-07,21,18,3,no show
G7-03,harvest,7,2025-05-07,20,17,3,no show
G7-04,harvest,7,2025-05-07,27,21,6,sick
P1-01,pest,1,2025-05-07,11,10,1,sick
P2-01,pest,2,2025-05-07,10,8,2,sick
P3-01,pest,3,2025-05-07,11,10,1,sick
P4-01,pest,4,2025-05-07,10,9,1,leave
P5-01,pest,5,2025-05-07,10,7,3,leave
P6-01,pest,6,2025-05-07,13,13,0,
P7-01,pest,7,2025-05-07,13,9,4,sick
S1-01,spray,1,2025-05-07,15,14,1,leave
S2-01,spray,2,2025-05-07,14,12,2,sick
S3-01,spray,3,2025-05-07,17,17,0,
S4-01,spray,4,2025-05-07,16,14,2,leave
S5-01,spray,5,2025-05-07,13,11,2,leave
S6-01,spray,6,2025-05-07,18,17,1,sick
S7-01,spray,7,2025-05-07,17,15,2,sick
U1-01,upkeep,1,2025-05-07,19,17,2,sick
U1-02,upkeep,1,2025-05-07,19,16,3,no show
U1-03,upkeep,1,2025-05-07,19,16,3,sick
U2-01,upkeep,2,2025-05-07,18,14,4,leave
U2-02,upkeep,2,2025-05-07,18,17,1,sick
U2-03,upkeep,2,2025-05-07,18,16,2,leave
U3-01,upkeep,3,2025-05-07,16,15,1,no show
U3-02,upkeep,3,2025-05-07,16,14,2,sick
U3-03,upkeep,3,2025-05-07,16,14,2,sick
U3-04,upkeep,3,2025-05-07,16,14,2,leave
U4-01,upkeep,4,2025-05-07,15,15,0,
U4-02,upkeep,4,2025-05-07,15,12,3,leave
U4-03,upkeep,4,2025-05-07,15,13,2,leave
U4-04,upkeep,4,2025-05-07,15,12,3,sick
U5-01,upkeep,5,2025-05-07,16,12,4,sick
U5-02,upkeep,5,2025-05-07,16,13,3,sick
U5-03,upkeep,5,2025-05-07,16,14,2,sick
U6-01,upkeep,6,2025-05-07,17,14,3,sick
U6-02,upkeep,6,2025-05-07,17,17,0,
U6-03,upkeep,6,2025-05-07,17,17,0,
U6-04,upkeep,6,2025-05-07,17,14,3,no show
U7-01,upkeep,7,2025-05-07,15,13,2,leave
U7-02,upkeep,7,2025-05-07,15,12,3,sick
U7-03,upkeep,7,2025-05-07,15,13,2,sick
U7-04,upkeep,7,2025-05-07,15,13,2,sick
G1-01,harvest,1,2025-05-08,28,26,2,no show
G1-02,harvest,1,2025-05-08,26,24,2,sick
G1-03,harvest,1,2025-05-08,25,23,2,leave
G1-04,harvest,1,2025-05-08,26,26,0,
G2-01,harvest,2,2025-05-08,24,19,5,sick
G2-02,harvest,2,2025-05-08,20,20,0,
G2-03,harvest,2,2025-05-08,24,24,0,
G2-04,harvest,2,2025-05-08,25,21,4,sick
G3-01,harvest,3,2025-05-08,27,22,5,leave
G3-02,harvest,3,2025-05-08,24,22,2,leave
G3-03,harvest,3,2025-05-08,25,24,1,leave
G3-04,harvest,3,2025-05-08,24,22,2,sick
G4-01,harvest,4,2025-05-08,26,23,3,no show
G4-02,harvest,4,2025-05-08,25,23,2,no show
G4-03,harvest,4,2025-05-08,24,24,0,
G4-04,harvest,4,2025-05-08,20,17,3,leave
G5-01,harvest,5,2025-05-08,23,23,0,
G5-02,harvest,5,2025-05-08,27,26,1,no show
G5-03,harvest,5,2025-05-08,19,18,1,leave
G6-01,harvest,6,2025-05-08,24,24,0,
G6-02,harvest,6,2025-05-08,18,17,1,sick
G6-03,harvest,6,2025-05-08,24,20,4,sick
G6-04,harvest,6,2025-05-08,24,24,0,
G6-05,harvest,6,2025-05-08,21,20,1,sick
G7-01,harvest,7,2025-05-08,27,23,4,no show
G7-02,harvest,7,2025-05-08,21,19,2,sick
G7-03,harvest,7,2025-05-08,20,20,0,
G7-04,harvest,7,2025-05-08,27,23,4,leave
P1-01,pest,1,2025-05-08,11,10,1,sick
P2-01,pest,2,2025-05-08,10,8,2,sick
P3-01,pest,3,2025-05-08,11,11,0,
P4-01,pest,4,2025-05-08,10,9,1,sick
P5-01,pest,5,2025-05-08,10,8,2,no show
P6-01,pest,6,2025-05-08,13,11,2,no show
P7-01,pest,7,2025-05-08,13,10,3,sick
S1-01,spray,1,2025-05-08,15,13,2,leave
S2-01,spray,2,2025-05-08,14,12,2,leave
S3-01,spray,3,2025-05-08,17,14,3,leave
S4-01,spray,4,2025-05-08,16,14,2,sick
S5-01,spray,5,2025-05-08,13,10,3,sick
S6-01,spray,6,2025-05-08,18,18,0,
S7-01,spray,7,2025-05-08,17,17,0,
U1-01,upkeep,1,2025-05-08,19,16,3,leave
U1-02,upkeep,1,2025-05-08,19,17,2,sick
U1-03,upkeep,1,2025-05-08,19,18,1,sick
U2-01,upkeep,2,2025-05-08,18,18,0,
U2-02,upkeep,2,2025-05-08,18,18,0,
U2-03,upkeep,2,2025-05-08,18,15,3,leave
U3-01,upkeep,3,2025-05-08,16,15,1,no show
U3-02,upkeep,3,2025-05-08,16,12,4,leave
U3-03,upkeep,3,2025-05-08,16,14,2,leave
U3-04,upkeep,3,2025-05-08,16,14,2,leave
U4-01,upkeep,4,2025-05-08,15,12,3,leave
U4-02,upkeep,4,2025-05-08,15,12,3,sick
U4-03,upkeep,4,2025-05-08,15,14,1,leave
U4-04,upkeep,4,2025-05-08,15,13,2,leave
U5-01,upkeep,5,2025-05-08,16,12,4,no show
U5-02,upkeep,5,2025-05-08,16,15,1,leave
U5-03,upkeep,5,2025-05-08,16,15,1,sick
U6-01,upkeep,6,2025-05-08,17,15,2,no show
U6-02,upkeep,6,2025-05-08,17,17,0,
U6-03,upkeep,6,2025-05-08,17,16,1,leave
U6-04,upkeep,6,2025-05-08,17,15,2,sick
U7-01,upkeep,7,2025-05-08,15,12,3,leave
U7-02,upkeep,7,2025-05-08,15,15,0,
U7-03,upkeep,7,2025-05-08,15,13,2,sick
U7-04,upkeep,7,2025-05-08,15,13,2,leave
G1-01,harvest,1,2025-05-09,28,28,0,
G1-02,harvest,1,2025-05-09,26,22,4,no show
G1-03,harvest,1,2025-05-09,25,25,0,
G1-04,harvest,1,2025-05-09,26,20,6,no show
G2-01,harvest,2,2025-05-09,24,22,2,leave
G2-02,harvest,2,2025-05-09,20,18,2,sick
G2-03,harvest,2,2025-05-09,24,19,5,sick
G2-04,harvest,2,2025-05-09,25,25,0,
G3-01,harvest,3,2025-05-09,27,25,2,leave
G3-02,harvest,3,2025-05-09,24,20,4,no show
G3-03,harvest,3,2025-05-09,25,20,5,no show
G3-04,harvest,3,2025-05-09,24,23,1,sick
G4-01,harvest,4,2025-05-09,26,25,1,no show
G4-02,harvest,4,2025-05-09,25,25,0,
G4-03,harvest,4,2025-05-09,24,21,3,no show
G4-04,harvest,4,2025-05-09,20,19,1,sick
G5-01,harvest,5,2025-05-09,23,19,4,leave
G5-02,harvest,5,2025-05-09,27,22,5,no show
G5-03,harvest,5,2025-05-09,19,15,4,sick
G6-01,harvest,6,2025-05-09,24,24,0,
G6-02,harvest,6,2025-05-09,18,18,0,
G6-03,harvest,6,2025-05-09,24,23,1,sick
G6-04,harvest,6,2025-05-09,24,23,1,sick
G6-05,harvest,6,2025-05-09,21,21,0,
G7-01,harvest,7,2025-05-09,27,23,4,leave
G7-02,harvest,7,2025-05-09,21,17,4,no show
G7-03,harvest,7,2025-05-09,20,19,1,leave
G7-04,harvest,7,2025-05-09,27,25,2,sick
P1-01,pest,1,2025-05-09,11,10,1,leave
P2-01,pest,2,2025-05-09,10,9,1,sick
P3-01,pest,3,2025-05-09,11,11,0,
P4-01,pest,4,2025-05-09,10,9,1,sick
P5-01,pest,5,2025-05-09,10,8,2,no show
P6-01,pest,6,2025-05-09,13,12,1,leave
P7-01,pest,7,2025-05-09,13,11,2,leave
S1-01,spray,1,2025-05-09,15,12,3,sick
S2-01,spray,2,2025-05-09,14,12,2,sick
S3-01,spray,3,2025-05-09,17,16,1,sick
S4-01,spray,4,2025-05-09,16,14,2,no show
S5-01,spray,5,2025-05-09,13,11,2,no show
S6-01,spray,6,2025-05-09,18,16,2,leave
S7-01,spray,7,2025-05-09,17,16,1,sick
U1-01,upkeep,1,2025-05-09,19,19,0,
U1-02,upkeep,1,2025-05-09,19,17,2,no show
U1-03,upkeep,1,2025-05-09,19,17,2,no show
U2-01,upkeep,2,2025-05-09,18,15,3,sick
U2-02,upkeep,2,2025-05-09,18,17,1,sick
U2-03,upkeep,2,2025-05-09,18,16,2,sick
U3-01,upkeep,3,2025-05-09,16,15,1,leave
U3-02,upkeep,3,2025-05-09,16,14,2,sick
U3-03,upkeep,3,2025-05-09,16,16,0,
U3-04,upkeep,3,2025-05-09,16,13,3,no show
U4-01,upkeep,4,2025-05-09,15,14,1,no show
U4-02,upkeep,4,2025-05-09,15,13,2,leave
U4-03,upkeep,4,2025-05-09,15,14,1,leave
U4-04,upkeep,4,2025-05-09,15,14,1,leave
U5-01,upkeep,5,2025-05-09,16,14,2,no show
U5-02,upkeep,5,2025-05-09,16,14,2,sick
U5-03,upkeep,5,2025-05-09,16,14,2,leave
U6-01,upkeep,6,2025-05-09,17,17,0,
U6-02,upkeep,6,2025-05-09,17,16,1,no show
U6-03,upkeep,6,2025-05-09,17,17,0,
U6-04,upkeep,6,2025-05-09,17,16,1,leave
U7-01,upkeep,7,2025-05-09,15,12,3,leave
U7-02,upkeep,7,2025-05-09,15,14,1,leave
U7-03,upkeep,7,2025-05-09,15,14,1,sick
U7-04,upkeep,7,2025-05-09,15,10,5,sick
G1-01,harvest,1,2025-05-10,28,28,0,
G1-02,harvest,1,2025-05-10,26,24,2,leave
G1-03,harvest,1,2025-05-10,25,21,4,sick
G1-04,harvest,1,2025-05-10,26,26,0,
G2-01,harvest,2,2025-05-10,24,24,0,
G2-02,harvest,2,2025-05-10,20,19,1,sick
G2-03,harvest,2,2025-05-10,24,23,1,leave
G2-04,harvest,2,2025-05-10,25,22,3,sick
G3-01,harvest,3,2025-05-10,27,24,3,leave
G3-02,harvest,3,2025-05-10,24,22,2,sick
G3-03,harvest,3,2025-05-10,25,25,0,
G3-04,harvest,3,2025-05-10,24,21,3,sick
G4-01,harvest,4,2025-05-10,26,23,3,no show
G4-02,harvest,4,2025-05-10,25,25,0,
G4-03,harvest,4,2025-05-10,24,23,1,no show
G4-04,harvest,4,2025-05-10,20,18,2,sick
G5-01,harvest,5,2025-05-10,23,20,3,leave
G5-02,harvest,5,2025-05-10,27,24,3,sick
G5-03,harvest,5,2025-05-10,19,15,4,leave
G6-01,harvest,6,2025-05-10,24,24,0,
G6-02,harvest,6,2025-05-10,18,16,2,sick
G6-03,harvest,6,2025-05-10,24,24,0,
G6-04,harvest,6,2025-05-10,24,23,1,sick
G6-05,harvest,6,2025-05-10,21,21,0,
G7-01,harvest,7,2025-05-10,27,27,0,
G7-02,harvest,7,2025-05-10,21,21,0,
G7-03,harvest,7,2025-05-10,20,18,2,leave
G7-04,harvest,7,2025-05-10,27,27,0,
P1-01,pest,1,2025-05-10,11,9,2,leave
P2-01,pest,2,2025-05-10,10,9,1,sick
P3-01,pest,3,2025-05-10,11,10,1,leave
P4-01,pest,4,2025-05-10,10,8,2,sick
P5-01,pest,5,2025-05-10,10,8,2,leave
P6-01,pest,6,2025-05-10,13,12,1,sick
P7-01,pest,7,2025-05-10,13,12,1,sick
S1-01,spray,1,2025-05-10,15,12,3,sick
S2-01,spray,2,2025-05-10,14,13,1,leave
S3-01,spray,3,2025-05-10,17,15,2,no show
S4-01,spray,4,2025-05-10,16,14,2,sick
S5-01,spray,5,2025-05-10,13,12,1,sick
S6-01,spray,6,2025-05-10,18,17,1,sick
S7-01,spray,7,2025-05-10,17,15,2,leave
U1-01,upkeep,1,2025-05-10,19,17,2,sick
U1-02,upkeep,1,2025-05-10,19,18,1,no show
U1-03,upkeep,1,2025-05-10,19,18,1,sick
U2-01,upkeep,2,2025-05-10,18,14,4,sick
U2-02,upkeep,2,2025-05-10,18,17,1,leave
U2-03,upkeep,2,2025-05-10,18,16,2,leave
U3-01,upkeep,3,2025-05-10,16,16,0,
U3-02,upkeep,3,2025-05-10,16,14,2,leave
U3-03,upkeep,3,2025-05-10,16,13,3,sick
U3-04,upkeep,3,2025-05-10,16,16,0,
U4-01,upkeep,4,2025-05-10,15,14,1,sick
U4-02,upkeep,4,2025-05-10,15,13,2,sick
U4-03,upkeep,4,2025-05-10,15,13,2,leave
U4-04,upkeep,4,2025-05-10,15,13,2,sick
U5-01,upkeep,5,2025-05-10,16,16,0,
U5-02,upkeep,5,2025-05-10,16,15,1,leave
U5-03,upkeep,5,2025-05-10,16,14,2,sick
U6-01,upkeep,6,2025-05-10,17,12,5,sick
U6-02,upkeep,6,2025-05-10,17,16,1,sick
U6-03,upkeep,6,2025-05-10,17,16,1,no show
U6-04,upkeep,6,2025-05-10,17,17,0,
U7-01,upkeep,7,2025-05-10,15,14,1,sick
U7-02,upkeep,7,2025-05-10,15,14,1,sick
U7-03,upkeep,7,2025-05-10,15,10,5,sick
U7-04,upkeep,7,2025-05-10,15,15,0,
G1-01,harvest,1,2025-05-11,28,20,8,rest day
G1-02,harvest,1,2025-05-11,26,15,11,rest day
G1-03,harvest,1,2025-05-11,25,14,11,rest day
G1-04,harvest,1,2025-05-11,26,17,9,rest day
G2-01,harvest,2,2025-05-11,24,12,12,rest day
G2-02,harvest,2,2025-05-11,20,11,9,rest day
G2-03,harvest,2,2025-05-11,24,14,10,rest day
G2-04,harvest,2,2025-05-11,25,15,10,rest day
G3-01,harvest,3,2025-05-11,27,22,5,rest day
G3-02,harvest,3,2025-05-11,24,18,6,rest day
G3-03,harvest,3,2025-05-11,25,18,7,rest day
G3-04,harvest,3,2025-05-11,24,16,8,rest day
G4-01,harvest,4,2025-05-11,26,17,9,rest day
G4-02,harvest,4,2025-05-11,25,14,11,rest day
G4-03,harvest,4,2025-05-11,24,14,10,rest day
G4-04,harvest,4,2025-05-11,20,12,8,rest day
G5-01,harvest,5,2025-05-11,23,15,8,rest day
G5-02,harvest,5,2025-05-11,27,14,13,rest day
G5-03,harvest,5,2025-05-11,19,8,11,rest day
G6-01,harvest,6,2025-05-11,24,24,0,
G6-02,harvest,6,2025-05-11,18,18,0,
G6-03,harvest,6,2025-05-11,24,12,12,rest day
G6-04,harvest,6,2025-05-11,24,12,12,rest day
G6-05,harvest,6,2025-05-11,21,21,0,
G7-01,harvest,7,2025-05-11,27,18,9,rest day
G7-02,harvest,7,2025-05-11,21,11,10,rest day
G7-03,harvest,7,2025-05-11,20,10,10,rest day
G7-04,harvest,7,2025-05-11,27,16,11,rest day
P1-01,pest,1,2025-05-11,11,4,7,rest day
P2-01,pest,2,2025-05-11,10,6,4,rest day
P3-01,pest,3,2025-05-11,11,5,6,rest day
P4-01,pest,4,2025-05-11,10,5,5,rest day
P5-01,pest,5,2025-05-11,10,4,6,rest day
P6-01,pest,6,2025-05-11,13,8,5,rest day
P7-01,pest,7,2025-05-11,13,8,5,rest day
S1-01,spray,1,2025-05-11,15,8,7,rest day
S2-01,spray,2,2025-05-11,14,7,7,rest day
S3-01,spray,3,2025-05-11,17,9,8,rest day
S4-01,spray,4,2025-05-11,16,9,7,rest day
S5-01,spray,5,2025-05-11,13,7,6,rest day
S6-01,spray,6,2025-05-11,18,10,8,rest day
S7-01,spray,7,2025-05-11,17,7,10,rest day
U1-01,upkeep,1,2025-05-11,19,11,8,rest day
U1-02,upkeep,1,2025-05-11,19,11,8,rest day
U1-03,upkeep,1,2025-05-11,19,10,9,rest day
U2-01,upkeep,2,2025-05-11,18,9,9,rest day
U2-02,upkeep,2,2025-05-11,18,10,8,rest day
U2-03,upkeep,2,2025-05-11,18,10,8,rest day
U3-01,upkeep,3,2025-05-11,16,9,7,rest day
U3-02,upkeep,3,2025-05-11,16,9,7,rest day
U3-03,upkeep,3,2025-05-11,16,8,8,rest day
U3-04,upkeep,3,2025-05-11,16,9,7,rest day
U4-01,upkeep,4,2025-05-11,15,5,10,rest day
U4-02,upkeep,4,2025-05-11,15,8,7,rest day
U4-03,upkeep,4,2025-05-11,15,9,6,rest day
U4-04,upkeep,4,2025-05-11,15,8,7,rest day
U5-01,upkeep,5,2025-05-11,16,8,8,rest day
U5-02,upkeep,5,2025-05-11,16,8,8,rest day
U5-03,upkeep,5,2025-05-11,16,9,7,rest day
U6-01,upkeep,6,2025-05-11,17,9,8,rest day
U6-02,upkeep,6,2025-05-11,17,10,7,rest day
U6-03,upkeep,6,2025-05-11,17,11,6,rest day
U6-04,upkeep,6,2025-05-11,17,10,7,rest day
U7-01,upkeep,7,2025-05-11,15,8,7,rest day
U7-02,upkeep,7,2025-05-11,15,9,6,rest day
U7-03,upkeep,7,2025-05-11,15,7,8,rest day
U7-04,upkeep,7,2025-05-11,15,8,7,rest day
G1-01,harvest,1,2025-05-12,28,25,3,no show
G1-02,harvest,1,2025-05-12,26,25,1,sick
G1-03,harvest,1,2025-05-12,25,20,5,leave
G1-04,harvest,1,2025-05-12,26,23,3,leave
G2-01,harvest,2,2025-05-12,24,20,4,leave
G2-02,harvest,2,2025-05-12,20,18,2,sick
G2-03,harvest,2,2025-05-12,24,19,5,sick
G2-04,harvest,2,2025-05-12,25,23,2,sick
G3-01,harvest,3,2025-05-12,27,25,2,leave
G3-02,harvest,3,2025-05-12,24,24,0,
G3-03,harvest,3,2025-05-12,25,25,0,
G3-04,harvest,3,2025-05-12,24,20,4,leave
G4-01,harvest,4,2025-05-12,26,21,5,no show
G4-02,harvest,4,2025-05-12,25,22,3,sick
G4-03,harvest,4,2025-05-12,24,20,4,sick
G4-04,harvest,4,2025-05-12,20,20,0,
G5-01,harvest,5,2025-05-12,23,20,3,sick
G5-02,harvest,5,2025-05-12,27,22,5,sick
G5-03,harvest,5,2025-05-12,19,18,1,no show
G6-01,harvest,6,2025-05-12,24,22,2,leave
G6-02,harvest,6,2025-05-12,18,18,0,
G6-03,harvest,6,2025-05-12,24,24,0,
G6-04,harvest,6,2025-05-12,24,24,0,
G6-05,harvest,6,2025-05-12,21,17,4,sick
G7-01,harvest,7,2025-05-12,27,25,2,leave
G7-02,harvest,7,2025-05-12,21,19,2,no show
G7-03,harvest,7,2025-05-12,20,20,0,
G7-04,harvest,7,2025-05-12,27,22,5,sick
P1-01,pest,1,2025-05-12,11,11,0,
