# SYNTHETIC. Material documents: MATDOC. 101 goods receipt, 201 issue to cost centre, 261 issue to a PM order, 551 scrapped at a count, 701/702 count differences. From 2025-01-01 every issue carries the work order, trip day or PM order it came from; earlier issues were generated from the same drivers and carry none.
mblnr,zeile,budat,bwart,matnr,werks,lgort,menge,meins,shkzg,kostl,aufnr,block_code,rsnum,ebeln,ebelp
4900011599,0001,2025-04-09,201,FE-003,EC,CS01,2401.1,KG,H,EC-D2,,63,0000003735,,
4900011600,0001,2025-04-09,201,FE-003,EC,CS01,748.0,KG,H,EC-D3,,117,0000003955,,
4900011601,0001,2025-04-09,201,FE-003,EC,CS01,1319.9,KG,H,EC-D6,,215,0000004335,,
4900011602,0001,2025-04-09,201,FE-003,EC,CS01,2413.3,KG,H,EC-D7,,303,0000004539,,
4900011603,0001,2025-04-09,201,FE-004,EC,CS01,294.4,KG,H,EC-D1,,38,0000003644,,
4900011604,0001,2025-04-09,201,FE-004,EC,CS01,191.0,KG,H,EC-D2,,47,0000003680,,
4900011605,0001,2025-04-09,201,FE-004,EC,CS01,369.7,KG,H,EC-D3,,84,0000003824,,
4900011606,0001,2025-04-09,201,FE-004,EC,CS01,283.8,KG,H,EC-D3,,107,0000003916,,
4900011607,0001,2025-04-09,201,FU-001,EC,CS01,99.2,L,H,EC-D1,,,,,
4900011608,0001,2025-04-09,201,FU-001,EC,CS01,98.9,L,H,EC-D2,,,,,
4900011609,0001,2025-04-09,201,FU-001,EC,CS01,123.3,L,H,EC-D3,,,,,
4900011610,0001,2025-04-09,201,FU-001,EC,CS01,166.4,L,H,EC-D4,,,,,
4900011611,0001,2025-04-09,201,FU-001,EC,CS01,157.1,L,H,EC-D5,,,,,
4900011612,0001,2025-04-09,201,FU-001,EC,CS01,167.4,L,H,EC-D6,,,,,
4900011613,0001,2025-04-09,201,FU-001,EC,CS01,237.6,L,H,EC-D7,,,,,
4900011614,0001,2025-04-09,201,FU-001,EC,CS01,632.9,L,H,EC-GEN,,,,,
4900011615,0001,2025-04-09,261,SP-002,EC,CS01,1,EA,H,EC-WS,PM-00166,,,,
4900011616,0001,2025-04-09,261,SP-003,EC,CS01,1,EA,H,EC-WS,PM-00159,,,,
4900011617,0001,2025-04-10,201,AC-001,EC,CS01,12.8,L,H,EC-D1,WO-2025-0410-U-004,13,,,
4900011618,0001,2025-04-10,201,AC-001,EC,CS01,17.8,L,H,EC-D2,WO-2025-0410-U-008,42,,,
4900011619,0001,2025-04-10,201,AC-001,EC,CS01,20.5,L,H,EC-D3,WO-2025-0410-U-013,75,,,
4900011620,0001,2025-04-10,201,AC-001,EC,CS01,8.1,L,H,EC-D4,WO-2025-0410-U-018,145,,,
4900011621,0001,2025-04-10,201,AC-001,EC,CS01,16.8,L,H,EC-D5,WO-2025-0410-U-022,200,,,
4900011622,0001,2025-04-10,201,AC-001,EC,CS01,34.4,L,H,EC-D6,WO-2025-0410-U-027,215,,,
4900011623,0001,2025-04-10,201,AC-001,EC,CS01,6.2,L,H,EC-D7,WO-2025-0410-U-032,308,,,
4900011624,0001,2025-04-10,201,AC-002,EC,CS01,0.5,KG,H,EC-D1,WO-2025-0410-U-004,13,,,
4900011625,0001,2025-04-10,201,AC-002,EC,CS01,0.71,KG,H,EC-D5,WO-2025-0410-U-022,200,,,
4900011626,0001,2025-04-10,201,FE-001,EC,CS01,7909.8,KG,H,EC-D1,,29,0000003605,,
4900011627,0001,2025-04-10,201,FE-001,EC,CS01,17634.3,KG,H,EC-D3,,101,0000003889,,
4900011628,0001,2025-04-10,201,FE-001,EC,CS01,8753.4,KG,H,EC-D3,,109,0000003921,,
4900011629,0001,2025-04-10,201,FE-001,EC,CS01,2051.9,KG,H,EC-D3,,121,0000003969,,
4900011630,0001,2025-04-10,201,FE-001,EC,CS01,4781.4,KG,H,EC-D6,,230,0000004349,,
4900011631,0001,2025-04-10,201,FE-001,EC,CS01,8541.9,KG,H,EC-D6,,269,0000004449,,
4900011632,0001,2025-04-10,201,FE-001,EC,CS01,12288.4,KG,H,EC-D7,,304,0000004541,,
4900011633,0001,2025-04-10,201,FE-002,EC,CS01,3076.8,KG,H,EC-D1,,10,0000003530,,
4900011634,0001,2025-04-10,201,FE-002,EC,CS01,261.9,KG,H,EC-D4,,127,0000004002,,
4900011635,0001,2025-04-10,201,FE-002,EC,CS01,2011.2,KG,H,EC-D6,,255,0000004394,,
4900011636,0001,2025-04-10,201,FE-002,EC,CS01,1511.0,KG,H,EC-D7,,331,0000004586,,
4900011637,0001,2025-04-10,201,FE-003,EC,CS01,1122.0,KG,H,EC-D2,,40,0000003651,,
4900011638,0001,2025-04-10,201,FE-003,EC,CS01,2528.5,KG,H,EC-D5,,177,0000004187,,
4900011639,0001,2025-04-10,201,FE-004,EC,CS01,243.5,KG,H,EC-D2,,73,0000003776,,
4900011640,0001,2025-04-10,201,FE-004,EC,CS01,259.0,KG,H,EC-D3,,93,0000003860,,
4900011641,0001,2025-04-10,201,FE-004,EC,CS01,306.0,KG,H,EC-D6,,207,0000004304,,
4900011642,0001,2025-04-10,201,FE-004,EC,CS01,334.4,KG,H,EC-D6,,379,0000004468,,
4900011643,0001,2025-04-10,201,FU-001,EC,CS01,45.8,L,H,EC-D1,,,,,
4900011644,0001,2025-04-10,201,FU-001,EC,CS01,96.4,L,H,EC-D2,,,,,
4900011645,0001,2025-04-10,201,FU-001,EC,CS01,151.0,L,H,EC-D3,,,,,
4900011646,0001,2025-04-10,201,FU-001,EC,CS01,82.7,L,H,EC-D4,,,,,
4900011647,0001,2025-04-10,201,FU-001,EC,CS01,136.8,L,H,EC-D5,,,,,
4900011648,0001,2025-04-10,201,FU-001,EC,CS01,289.9,L,H,EC-D6,,,,,
4900011649,0001,2025-04-10,201,FU-001,EC,CS01,168.5,L,H,EC-D7,,,,,
4900011650,0001,2025-04-10,201,FU-001,EC,CS01,629.1,L,H,EC-GEN,,,,,
4900011651,0001,2025-04-11,201,FE-001,EC,CS01,5465.3,KG,H,EC-D3,,79,0000003801,,
4900011652,0001,2025-04-11,201,FE-001,EC,CS01,12190.6,KG,H,EC-D3,,104,0000003901,,
4900011653,0001,2025-04-11,201,FE-001,EC,CS01,16763.3,KG,H,EC-D4,,136,0000004037,,
4900011654,0001,2025-04-11,201,FE-001,EC,CS01,11697.5,KG,H,EC-D5,,196,0000004253,,
4900011655,0001,2025-04-11,201,FE-001,EC,CS01,11889.3,KG,H,EC-D6,,212,0000004321,,
4900011656,0001,2025-04-11,201,FE-001,EC,CS01,10745.8,KG,H,EC-D6,,255,0000004393,,
4900011657,0001,2025-04-11,201,FE-001,EC,CS01,11867.0,KG,H,EC-D7,,337,0000004609,,
4900011658,0001,2025-04-11,201,FE-001,EC,CS01,13029.9,KG,H,EC-D7,,342,0000004629,,
4900011659,0001,2025-04-11,201,FE-002,EC,CS01,2589.3,KG,H,EC-D2,,43,0000003662,,
4900011660,0001,2025-04-11,201,FE-002,EC,CS01,1551.8,KG,H,EC-D3,,114,0000003942,,
4900011661,0001,2025-04-11,201,FE-002,EC,CS01,2444.2,KG,H,EC-D4,,146,0000004078,,
4900011662,0001,2025-04-11,201,FE-002,EC,CS01,1896.1,KG,H,EC-D4,,166,0000004150,,
4900011663,0001,2025-04-11,201,FE-002,EC,CS01,2675.1,KG,H,EC-D5,,181,0000004202,,
4900011664,0001,2025-04-11,201,FE-002,EC,CS01,3266.9,KG,H,EC-D5,,195,0000004250,,
4900011665,0001,2025-04-11,201,FE-002,EC,CS01,3034.6,KG,H,EC-D6,,214,0000004330,,
4900011666,0001,2025-04-11,201,FE-002,EC,CS01,3638.9,KG,H,EC-D6,,245,0000004354,,
4900011667,0001,2025-04-11,201,FE-002,EC,CS01,2329.4,KG,H,EC-D7,,306,0000004550,,
4900011668,0001,2025-04-11,201,FE-003,EC,CS01,1585.8,KG,H,EC-D7,,305,0000004547,,
4900011669,0001,2025-04-11,201,FE-004,EC,CS01,198.6,KG,H,EC-D6,,268,0000004448,,
4900011670,0001,2025-04-11,201,FU-001,EC,CS01,130.5,L,H,EC-D1,,,,,
4900011671,0001,2025-04-11,201,FU-001,EC,CS01,166.8,L,H,EC-D2,,,,,
4900011672,0001,2025-04-11,201,FU-001,EC,CS01,173.6,L,H,EC-D3,,,,,
4900011673,0001,2025-04-11,201,FU-001,EC,CS01,267.4,L,H,EC-D4,,,,,
4900011674,0001,2025-04-11,201,FU-001,EC,CS01,132.0,L,H,EC-D5,,,,,
4900011675,0001,2025-04-11,201,FU-001,EC,CS01,176.3,L,H,EC-D6,,,,,
4900011676,0001,2025-04-11,201,FU-001,EC,CS01,209.6,L,H,EC-D7,,,,,
4900011677,0001,2025-04-11,201,FU-001,EC,CS01,595.1,L,H,EC-GEN,,,,,
4900011678,0001,2025-04-11,101,SP-003,EC,CS01,5,EA,S,,,,,4500000516,00010
4900011679,0001,2025-04-11,261,SP-005,EC,CS01,1,EA,H,EC-WS,PM-00032,,,,
4900011680,0001,2025-04-12,201,AC-003,EC,CS01,1.64,L,H,EC-D1,WO-2025-0412-P-001,19,,,
4900011681,0001,2025-04-12,201,AC-003,EC,CS01,2.89,L,H,EC-D1,WO-2025-0412-P-002,28,,,
4900011682,0001,2025-04-12,201,AC-003,EC,CS01,2.88,L,H,EC-D7,WO-2025-0412-P-003,302,,,
4900011683,0001,2025-04-12,201,FE-001,EC,CS01,10155.9,KG,H,EC-D3,,110,0000003925,,
4900011684,0001,2025-04-12,201,FE-001,EC,CS01,11428.7,KG,H,EC-D4,,156,0000004117,,
4900011685,0001,2025-04-12,201,FE-001,EC,CS01,7575.9,KG,H,EC-D5,,195,0000004249,,
4900011686,0001,2025-04-12,201,FE-002,EC,CS01,3166.2,KG,H,EC-D1,,11,0000003534,,
4900011687,0001,2025-04-12,201,FE-002,EC,CS01,2325.8,KG,H,EC-D1,,28,0000003602,,
4900011688,0001,2025-04-12,201,FE-002,EC,CS01,3313.4,KG,H,EC-D2,,46,0000003674,,
4900011689,0001,2025-04-12,201,FE-002,EC,CS01,2831.9,KG,H,EC-D6,,205,0000004294,,
4900011690,0001,2025-04-12,201,FE-003,EC,CS01,2365.8,KG,H,EC-D1,,10,0000003531,,
4900011691,0001,2025-04-12,201,FE-003,EC,CS01,1521.1,KG,H,EC-D5,,195,0000004251,,
4900011692,0001,2025-04-12,201,FE-003,EC,CS01,1592.2,KG,H,EC-D6,,269,0000004451,,
4900011693,0001,2025-04-12,201,FE-004,EC,CS01,376.0,KG,H,EC-D1,,11,0000003536,,
4900011694,0001,2025-04-12,201,FE-004,EC,CS01,182.1,KG,H,EC-D3,,97,0000003876,,
4900011695,0001,2025-04-12,201,FE-004,EC,CS01,234.2,KG,H,EC-D3,,100,0000003888,,
4900011696,0001,2025-04-12,201,FE-004,EC,CS01,189.0,KG,H,EC-D4,,149,0000004092,,
4900011697,0001,2025-04-12,201,FE-004,EC,CS01,311.9,KG,H,EC-D6,,262,0000004424,,
4900011698,0001,2025-04-12,201,FU-001,EC,CS01,118.5,L,H,EC-D1,,,,,
4900011699,0001,2025-04-12,201,FU-001,EC,CS01,61.8,L,H,EC-D2,,,,,
4900011700,0001,2025-04-12,201,FU-001,EC,CS01,225.6,L,H,EC-D3,,,,,
4900011701,0001,2025-04-12,201,FU-001,EC,CS01,283.5,L,H,EC-D4,,,,,
4900011702,0001,2025-04-12,201,FU-001,EC,CS01,134.6,L,H,EC-D5,,,,,
4900011703,0001,2025-04-12,201,FU-001,EC,CS01,180.4,L,H,EC-D6,,,,,
4900011704,0001,2025-04-12,201,FU-001,EC,CS01,127.7,L,H,EC-D7,,,,,
4900011705,0001,2025-04-12,201,FU-001,EC,CS01,668.3,L,H,EC-GEN,,,,,
4900011706,0001,2025-04-13,201,FE-002,EC,CS01,2032.6,KG,H,EC-D3,,113,0000003938,,
4900011707,0001,2025-04-13,201,FE-002,EC,CS01,210.3,KG,H,EC-D4,,154,0000004110,,
4900011708,0001,2025-04-13,201,FE-003,EC,CS01,2544.7,KG,H,EC-D1,,32,0000003619,,
4900011709,0001,2025-04-13,201,FE-003,EC,CS01,1349.9,KG,H,EC-D3,,77,0000003795,,
4900011710,0001,2025-04-13,201,FE-003,EC,CS01,2028.7,KG,H,EC-D3,,78,0000003799,,
4900011711,0001,2025-04-13,201,FE-003,EC,CS01,2374.9,KG,H,EC-D3,,86,0000003831,,
4900011712,0001,2025-04-13,201,FE-003,EC,CS01,1600.1,KG,H,EC-D4,,135,0000004035,,
4900011713,0001,2025-04-13,201,FE-003,EC,CS01,2400.6,KG,H,EC-D6,,250,0000004375,,
4900011714,0001,2025-04-13,201,FE-003,EC,CS01,982.4,KG,H,EC-D6,,270,0000004455,,
4900011715,0001,2025-04-13,201,FE-004,EC,CS01,291.5,KG,H,EC-D2,,67,0000003752,,
4900011716,0001,2025-04-13,201,FE-004,EC,CS01,50.7,KG,H,EC-D3,,81,0000003812,,
4900011717,0001,2025-04-13,201,FE-004,EC,CS01,166.7,KG,H,EC-D6,,253,0000004388,,
4900011718,0001,2025-04-13,201,FE-004,EC,CS01,276.1,KG,H,EC-D7,,290,0000004488,,
4900011719,0001,2025-04-13,101,FU-001,EC,CS01,8000,L,S,,,,,4500000519,00010
4900011720,0001,2025-04-13,201,FU-001,EC,CS01,76.5,L,H,EC-D1,,,,,
4900011721,0001,2025-04-13,201,FU-001,EC,CS01,107.5,L,H,EC-D2,,,,,
4900011722,0001,2025-04-13,201,FU-001,EC,CS01,120.0,L,H,EC-D3,,,,,
4900011723,0001,2025-04-13,201,FU-001,EC,CS01,89.2,L,H,EC-D4,,,,,
4900011724,0001,2025-04-13,201,FU-001,EC,CS01,182.1,L,H,EC-D5,,,,,
4900011725,0001,2025-04-13,201,FU-001,EC,CS01,136.3,L,H,EC-D6,,,,,
4900011726,0001,2025-04-13,201,FU-001,EC,CS01,125.8,L,H,EC-D7,,,,,
4900011727,0001,2025-04-13,201,FU-001,EC,CS01,702.1,L,H,EC-GEN,,,,,
4900011728,0001,2025-04-13,261,SP-001,EC,CS01,1,EA,H,EC-WS,PM-00171,,,,
4900011729,0001,2025-04-13,261,SP-003,EC,CS01,1,EA,H,EC-WS,PM-00031,,,,
4900011730,0001,2025-04-13,261,SP-007,EC,CS01,1,EA,H,EC-WS,PM-00015,,,,
4900011731,0001,2025-04-14,201,AC-003,EC,CS01,5.66,L,H,EC-D1,WO-2025-0414-P-001,26,,,
4900011732,0001,2025-04-14,201,AC-003,EC,CS01,2.94,L,H,EC-D7,WO-2025-0414-P-002,335,,,
4900011733,0001,2025-04-14,201,FE-001,EC,CS01,8739.4,KG,H,EC-D1,,23,0000003581,,
4900011734,0001,2025-04-14,201,FE-001,EC,CS01,8951.0,KG,H,EC-D1,,38,0000003641,,
4900011735,0001,2025-04-14,201,FE-001,EC,CS01,16066.5,KG,H,EC-D4,,145,0000004073,,
4900011736,0001,2025-04-14,201,FE-001,EC,CS01,13579.1,KG,H,EC-D5,,197,0000004257,,
4900011737,0001,2025-04-14,201,FE-001,EC,CS01,6886.3,KG,H,EC-D6,,209,0000004309,,
4900011738,0001,2025-04-14,201,FE-001,EC,CS01,12438.9,KG,H,EC-D7,,302,0000004533,,
4900011739,0001,2025-04-14,201,FE-002,EC,CS01,3545.5,KG,H,EC-D1,,32,0000003618,,
4900011740,0001,2025-04-14,201,FE-002,EC,CS01,2432.0,KG,H,EC-D4,,152,0000004102,,
4900011741,0001,2025-04-14,201,FE-002,EC,CS01,1835.6,KG,H,EC-D6,,215,0000004334,,
4900011742,0001,2025-04-14,201,FE-003,EC,CS01,2458.1,KG,H,EC-D1,,14,0000003547,,
4900011743,0001,2025-04-14,201,FE-003,EC,CS01,2093.0,KG,H,EC-D2,,45,0000003671,,
4900011744,0001,2025-04-14,201,FE-003,EC,CS01,2955.4,KG,H,EC-D3,,108,0000003919,,
4900011745,0001,2025-04-14,201,FE-003,EC,CS01,1015.0,KG,H,EC-D6,,265,0000004435,,
4900011746,0001,2025-04-14,201,FE-003,EC,CS01,2253.8,KG,H,EC-D7,,340,0000004623,,
4900011747,0001,2025-04-14,201,FE-004,EC,CS01,163.6,KG,H,EC-D2,,62,0000003732,,
4900011748,0001,2025-04-14,201,FE-004,EC,CS01,200.3,KG,H,EC-D4,,139,0000004052,,
4900011749,0001,2025-04-14,201,FE-004,EC,CS01,315.3,KG,H,EC-D5,,190,0000004236,,
4900011750,0001,2025-04-14,201,FE-004,EC,CS01,249.2,KG,H,EC-D7,,296,0000004512,,
4900011751,0001,2025-04-14,201,FE-004,EC,CS01,142.0,KG,H,EC-D7,,330,0000004584,,
4900011752,0001,2025-04-14,201,FU-001,EC,CS01,73.6,L,H,EC-D1,,,,,
4900011753,0001,2025-04-14,201,FU-001,EC,CS01,128.0,L,H,EC-D2,,,,,
4900011754,0001,2025-04-14,201,FU-001,EC,CS01,188.1,L,H,EC-D3,,,,,
4900011755,0001,2025-04-14,201,FU-001,EC,CS01,52.4,L,H,EC-D4,,,,,
4900011756,0001,2025-04-14,201,FU-001,EC,CS01,111.4,L,H,EC-D5,,,,,
4900011757,0001,2025-04-14,201,FU-001,EC,CS01,130.4,L,H,EC-D6,,,,,
4900011758,0001,2025-04-14,201,FU-001,EC,CS01,168.8,L,H,EC-D7,,,,,
4900011759,0001,2025-04-14,201,FU-001,EC,CS01,795.9,L,H,EC-GEN,,,,,
4900011760,0001,2025-04-15,201,AC-001,EC,CS01,7.8,L,H,EC-D1,WO-2025-0415-U-004,6,,,
4900011761,0001,2025-04-15,201,AC-001,EC,CS01,12.2,L,H,EC-D2,WO-2025-0415-U-008,42,,,
4900011762,0001,2025-04-15,201,AC-001,EC,CS01,7.0,L,H,EC-D3,WO-2025-0415-U-013,75,,,
4900011763,0001,2025-04-15,201,AC-001,EC,CS01,30.8,L,H,EC-D4,WO-2025-0415-U-018,147,,,
4900011764,0001,2025-04-15,201,AC-001,EC,CS01,4.7,L,H,EC-D5,WO-2025-0415-U-022,200,,,
4900011765,0001,2025-04-15,201,AC-001,EC,CS01,19.9,L,H,EC-D6,WO-2025-0415-U-027,380,,,
4900011766,0001,2025-04-15,201,AC-001,EC,CS01,18.7,L,H,EC-D7,WO-2025-0415-U-032,341,,,
4900011767,0001,2025-04-15,201,AC-002,EC,CS01,0.48,KG,H,EC-D2,WO-2025-0415-U-008,42,,,
4900011768,0001,2025-04-15,201,AC-002,EC,CS01,1.17,KG,H,EC-D4,WO-2025-0415-U-018,147,,,
4900011769,0001,2025-04-15,201,FE-001,EC,CS01,1947.7,KG,H,EC-D1,,1,0000003493,,
4900011770,0001,2025-04-15,201,FE-001,EC,CS01,9801.5,KG,H,EC-D1,,31,0000003613,,
4900011771,0001,2025-04-15,201,FE-001,EC,CS01,9009.7,KG,H,EC-D2,,52,0000003693,,
4900011772,0001,2025-04-15,201,FE-001,EC,CS01,5778.2,KG,H,EC-D6,,260,0000004413,,
4900011773,0001,2025-04-15,201,FE-001,EC,CS01,2119.2,KG,H,EC-D7,,288,0000004477,,
4900011774,0001,2025-04-15,201,FE-002,EC,CS01,1776.9,KG,H,EC-D5,,200,0000004270,,
4900011775,0001,2025-04-15,201,FE-003,EC,CS01,1211.3,KG,H,EC-D3,,79,0000003803,,
4900011776,0001,2025-04-15,201,FE-003,EC,CS01,2722.2,KG,H,EC-D4,,136,0000004039,,
4900011777,0001,2025-04-15,201,FE-003,EC,CS01,1921.3,KG,H,EC-D4,,149,0000004091,,
4900011778,0001,2025-04-15,201,FE-003,EC,CS01,2848.7,KG,H,EC-D5,,170,0000004163,,
4900011779,0001,2025-04-15,201,FE-003,EC,CS01,1650.9,KG,H,EC-D6,,272,0000004463,,
4900011780,0001,2025-04-15,201,FE-003,EC,CS01,2656.2,KG,H,EC-D6,,380,0000004471,,
4900011781,0001,2025-04-15,201,FE-003,EC,CS01,1288.8,KG,H,EC-D7,,331,0000004587,,
4900011782,0001,2025-04-15,201,FE-004,EC,CS01,268.9,KG,H,EC-D1,,13,0000003544,,
4900011783,0001,2025-04-15,201,FE-004,EC,CS01,200.9,KG,H,EC-D2,,55,0000003708,,
4900011784,0001,2025-04-15,201,FE-004,EC,CS01,197.7,KG,H,EC-D2,,66,0000003748,,
4900011785,0001,2025-04-15,201,FE-004,EC,CS01,270.8,KG,H,EC-D2,,382,0000003784,,
4900011786,0001,2025-04-15,201,FE-004,EC,CS01,183.9,KG,H,EC-D7,,339,0000004620,,
4900011787,0001,2025-04-15,101,FU-001,EC,CS01,8000,L,S,,,,,4500000521,00010
4900011788,0001,2025-04-15,201,FU-001,EC,CS01,119.2,L,H,EC-D1,,,,,
4900011789,0001,2025-04-15,201,FU-001,EC,CS01,138.0,L,H,EC-D2,,,,,
4900011790,0001,2025-04-15,201,FU-001,EC,CS01,148.4,L,H,EC-D3,,,,,
4900011791,0001,2025-04-15,201,FU-001,EC,CS01,154.7,L,H,EC-D4,,,,,
4900011792,0001,2025-04-15,201,FU-001,EC,CS01,180.0,L,H,EC-D5,,,,,
4900011793,0001,2025-04-15,201,FU-001,EC,CS01,273.9,L,H,EC-D6,,,,,
4900011794,0001,2025-04-15,201,FU-001,EC,CS01,202.5,L,H,EC-D7,,,,,
4900011795,0001,2025-04-15,201,FU-001,EC,CS01,620.9,L,H,EC-GEN,,,,,
4900011796,0001,2025-04-15,261,SP-001,EC,CS01,1,EA,H,EC-WS,PM-00073,,,,
4900011797,0001,2025-04-15,261,SP-004,EC,CS01,1,EA,H,EC-WS,PM-00016,,,,
4900011798,0001,2025-04-16,201,AC-001,EC,CS01,13.6,L,H,EC-D1,WO-2025-0416-U-004,2,,,
4900011799,0001,2025-04-16,201,AC-001,EC,CS01,17.0,L,H,EC-D2,WO-2025-0416-U-008,52,,,
4900011800,0001,2025-04-16,201,AC-001,EC,CS01,35.3,L,H,EC-D3,WO-2025-0416-U-013,93,,,
4900011801,0001,2025-04-16,201,AC-001,EC,CS01,25.1,L,H,EC-D4,WO-2025-0416-U-018,151,,,
4900011802,0001,2025-04-16,201,AC-001,EC,CS01,23.8,L,H,EC-D5,WO-2025-0416-U-022,186,,,
4900011803,0001,2025-04-16,201,AC-001,EC,CS01,10.7,L,H,EC-D6,WO-2025-0416-U-027,380,,,
4900011804,0001,2025-04-16,201,AC-001,EC,CS01,15.0,L,H,EC-D7,WO-2025-0416-U-032,341,,,
4900011805,0001,2025-04-16,201,AC-002,EC,CS01,1.36,KG,H,EC-D3,WO-2025-0416-U-013,93,,,
4900011806,0001,2025-04-16,201,AC-002,EC,CS01,0.9,KG,H,EC-D5,WO-2025-0416-U-022,186,,,
4900011807,0001,2025-04-16,201,AC-002,EC,CS01,0.59,KG,H,EC-D7,WO-2025-0416-U-032,341,,,
4900011808,0001,2025-04-16,101,FE-001,EC,CS01,244450,KG,S,,,,,4500000470,00010
4900011809,0001,2025-04-16,201,FE-001,EC,CS01,12503.5,KG,H,EC-D7,,310,0000004565,,
4900011810,0001,2025-04-16,201,FE-002,EC,CS01,1860.6,KG,H,EC-D2,,62,0000003730,,
4900011811,0001,2025-04-16,201,FE-002,EC,CS01,3955.6,KG,H,EC-D6,,203,0000004286,,
4900011812,0001,2025-04-16,201,FE-003,EC,CS01,2242.6,KG,H,EC-D2,,64,0000003739,,
4900011813,0001,2025-04-16,201,FE-003,EC,CS01,1523.5,KG,H,EC-D3,,107,0000003915,,
4900011814,0001,2025-04-16,201,FE-003,EC,CS01,860.2,KG,H,EC-D5,,198,0000004263,,
4900011815,0001,2025-04-16,201,FE-004,EC,CS01,256.2,KG,H,EC-D3,,75,0000003788,,
4900011816,0001,2025-04-16,201,FE-004,EC,CS01,145.7,KG,H,EC-D7,,343,0000004636,,
4900011817,0001,2025-04-16,201,FU-001,EC,CS01,92.0,L,H,EC-D1,,,,,
4900011818,0001,2025-04-16,201,FU-001,EC,CS01,94.3,L,H,EC-D2,,,,,
4900011819,0001,2025-04-16,201,FU-001,EC,CS01,132.1,L,H,EC-D3,,,,,
4900011820,0001,2025-04-16,201,FU-001,EC,CS01,185.4,L,H,EC-D4,,,,,
4900011821,0001,2025-04-16,201,FU-001,EC,CS01,146.7,L,H,EC-D5,,,,,
4900011822,0001,2025-04-16,201,FU-001,EC,CS01,53.8,L,H,EC-D6,,,,,
4900011823,0001,2025-04-16,201,FU-001,EC,CS01,282.7,L,H,EC-D7,,,,,
4900011824,0001,2025-04-16,201,FU-001,EC,CS01,669.5,L,H,EC-GEN,,,,,
4900011825,0001,2025-04-16,261,SP-002,EC,CS01,1,EA,H,EC-WS,PM-00051,,,,
4900011826,0001,2025-04-17,201,AC-003,EC,CS01,1.64,L,H,EC-D3,WO-2025-0417-P-001,81,,,
4900011827,0001,2025-04-17,101,FE-001,EC,CS01,244450,KG,S,,,,,4500000450,00010
4900011828,0001,2025-04-17,201,FE-001,EC,CS01,13777.7,KG,H,EC-D1,,37,0000003637,,
4900011829,0001,2025-04-17,201,FE-001,EC,CS01,10210.3,KG,H,EC-D3,,76,0000003789,,
4900011830,0001,2025-04-17,201,FE-001,EC,CS01,14098.7,KG,H,EC-D7,,340,0000004621,,
4900011831,0001,2025-04-17,201,FE-002,EC,CS01,2880.5,KG,H,EC-D1,,16,0000003554,,
4900011832,0001,2025-04-17,201,FE-002,EC,CS01,4272.0,KG,H,EC-D4,,145,0000004074,,
4900011833,0001,2025-04-17,201,FE-002,EC,CS01,2894.4,KG,H,EC-D5,,189,0000004230,,
4900011834,0001,2025-04-17,201,FE-002,EC,CS01,2375.1,KG,H,EC-D6,,246,0000004358,,
4900011835,0001,2025-04-17,201,FE-003,EC,CS01,1933.2,KG,H,EC-D2,,55,0000003707,,
4900011836,0001,2025-04-17,201,FE-003,EC,CS01,2186.3,KG,H,EC-D6,,210,0000004315,,
4900011837,0001,2025-04-17,201,FE-003,EC,CS01,1254.5,KG,H,EC-D7,,306,0000004551,,
4900011838,0001,2025-04-17,201,FE-004,EC,CS01,364.0,KG,H,EC-D4,,148,0000004088,,
4900011839,0001,2025-04-17,201,FE-004,EC,CS01,60.1,KG,H,EC-D5,,198,0000004264,,
4900011840,0001,2025-04-17,201,FE-004,EC,CS01,225.4,KG,H,EC-D6,,205,0000004296,,
4900011841,0001,2025-04-17,201,FE-004,EC,CS01,351.4,KG,H,EC-D6,,216,0000004340,,
4900011842,0001,2025-04-17,201,FE-004,EC,CS01,265.5,KG,H,EC-D7,,344,0000004640,,
4900011843,0001,2025-04-17,201,FU-001,EC,CS01,55.0,L,H,EC-D1,,,,,
4900011844,0001,2025-04-17,201,FU-001,EC,CS01,107.3,L,H,EC-D2,,,,,
4900011845,0001,2025-04-17,201,FU-001,EC,CS01,113.9,L,H,EC-D3,,,,,
4900011846,0001,2025-04-17,201,FU-001,EC,CS01,182.9,L,H,EC-D4,,,,,
4900011847,0001,2025-04-17,201,FU-001,EC,CS01,79.0,L,H,EC-D5,,,,,
4900011848,0001,2025-04-17,201,FU-001,EC,CS01,254.9,L,H,EC-D6,,,,,
4900011849,0001,2025-04-17,201,FU-001,EC,CS01,119.5,L,H,EC-D7,,,,,
4900011850,0001,2025-04-17,201,FU-001,EC,CS01,582.4,L,H,EC-GEN,,,,,
4900011851,0001,2025-04-18,201,AC-001,EC,CS01,4.9,L,H,EC-D1,WO-2025-0418-U-004,2,,,
4900011852,0001,2025-04-18,201,AC-001,EC,CS01,11.2,L,H,EC-D2,WO-2025-0418-U-008,52,,,
4900011853,0001,2025-04-18,201,AC-001,EC,CS01,6.4,L,H,EC-D3,WO-2025-0418-U-012,93,,,
4900011854,0001,2025-04-18,201,AC-001,EC,CS01,7.0,L,H,EC-D4,WO-2025-0418-U-017,151,,,
4900011855,0001,2025-04-18,201,AC-001,EC,CS01,5.7,L,H,EC-D5,WO-2025-0418-U-021,186,,,
